"Victimizaciones (número de casos) por ámbito teritorial, violencia contra las mujeres y periodo"

"Beizama","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Beizama","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Belauntza","Total",1,0,0,0,1,1,2,:
"Belauntza","Violencia ejercida por pareja / expareja",:,0,0,0,0,1,2,:
"Belauntza","Violencia intrafamiliar",:,0,0,0,1,0,0,:
"Belauntza","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Berango","Total",22,11,9,11,17,7,9,13
"Berango","Violencia ejercida por pareja / expareja",:,8,8,7,11,6,7,11
"Berango","Violencia intrafamiliar",:,3,1,3,3,1,2,1
"Berango","Violencia sexual en otros tipos de relación(*)",:,0,0,1,3,0,0,1
"Berantevilla","Total",0,1,3,1,0,0,3,:
"Berantevilla","Violencia ejercida por pareja / expareja",:,1,3,1,0,0,2,:
"Berantevilla","Violencia intrafamiliar",:,0,0,0,0,0,1,:
"Berantevilla","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Berastegi","Total",0,0,1,0,3,0,2,2
"Berastegi","Violencia ejercida por pareja / expareja",:,0,0,0,1,0,1,1
"Berastegi","Violencia intrafamiliar",:,0,1,0,2,0,1,1
"Berastegi","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Bergara","Total",18,25,19,43,40,43,41,30
"Bergara","Violencia ejercida por pareja / expareja",:,18,12,33,33,24,34,24
"Bergara","Violencia intrafamiliar",:,3,3,7,5,9,4,4
"Bergara","Violencia sexual en otros tipos de relación(*)",:,4,4,3,2,10,3,2
"Bermeo","Total",33,49,65,49,43,64,54,82
"Bermeo","Violencia ejercida por pareja / expareja",:,37,52,37,29,47,43,64
"Bermeo","Violencia intrafamiliar",:,9,11,11,13,12,10,11
"Bermeo","Violencia sexual en otros tipos de relación(*)",:,3,2,1,1,5,1,7
"Bernedo","Total",0,0,0,0,0,1,0,14
"Bernedo","Violencia ejercida por pareja / expareja",:,0,0,0,0,1,0,1
"Bernedo","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Bernedo","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,13
"Berriatua","Total",7,0,1,2,1,2,2,10
"Berriatua","Violencia ejercida por pareja / expareja",:,0,1,2,1,0,2,6
"Berriatua","Violencia intrafamiliar",:,0,0,0,0,1,0,4
"Berriatua","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,1,0,:
"Berriz","Total",3,6,12,2,8,9,9,11
"Berriz","Violencia ejercida por pareja / expareja",:,5,8,2,7,7,5,9
"Berriz","Violencia intrafamiliar",:,0,4,0,1,2,2,2
"Berriz","Violencia sexual en otros tipos de relación(*)",:,1,0,0,0,0,2,:
"Berrobi","Total",0,1,2,1,0,2,0,2
"Berrobi","Violencia ejercida por pareja / expareja",:,1,1,1,0,1,0,1
"Berrobi","Violencia intrafamiliar",:,0,1,0,0,0,0,1
"Berrobi","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,1,0,:
"Bidania-Goiatz","Total",0,0,1,0,2,0,0,:
"Bidania-Goiatz","Violencia ejercida por pareja / expareja",:,0,1,0,0,0,0,:
"Bidania-Goiatz","Violencia intrafamiliar",:,0,0,0,2,0,0,:
"Bidania-Goiatz","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Bilbao","Total",976,938,881,788,909,996,1014,1080
"Bilbao","Violencia ejercida por pareja / expareja",:,712,650,562,663,756,720,774
"Bilbao","Violencia intrafamiliar",:,124,168,144,132,148,163,155
"Bilbao","Violencia sexual en otros tipos de relación(*)",:,102,63,82,114,92,131,151
"Busturia","Total",6,6,5,3,3,3,5,3
"Busturia","Violencia ejercida por pareja / expareja",:,4,5,3,1,2,4,3
"Busturia","Violencia intrafamiliar",:,2,0,0,2,1,1,:
"Busturia","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Campezo/Kanpezu","Total",1,2,0,1,0,3,4,3
"Campezo/Kanpezu","Violencia ejercida por pareja / expareja",:,0,0,0,0,2,4,:
"Campezo/Kanpezu","Violencia intrafamiliar",:,2,0,1,0,0,0,1
"Campezo/Kanpezu","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,1,0,2
"Deba","Total",4,5,3,10,6,10,19,13
"Deba","Violencia ejercida por pareja / expareja",:,2,3,7,6,9,17,10
"Deba","Violencia intrafamiliar",:,2,0,3,0,0,0,1
"Deba","Violencia sexual en otros tipos de relación(*)",:,1,0,0,0,1,2,2
"Derio","Total",9,18,20,15,20,30,16,10
"Derio","Violencia ejercida por pareja / expareja",:,9,8,10,15,25,11,8
"Derio","Violencia intrafamiliar",:,7,11,4,3,1,3,1
"Derio","Violencia sexual en otros tipos de relación(*)",:,2,1,1,2,4,2,1
"Dima","Total",0,1,6,2,0,6,1,2
"Dima","Violencia ejercida por pareja / expareja",:,1,5,2,0,3,0,1
"Dima","Violencia intrafamiliar",:,0,1,0,0,2,0,:
"Dima","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,1,1,1
"Donostia / San Sebastián","Total",446,513,428,457,542,555,617,662
"Donostia / San Sebastián","Violencia ejercida por pareja / expareja",:,367,319,298,392,391,397,442
"Donostia / San Sebastián","Violencia intrafamiliar",:,90,76,104,89,78,117,125
"Donostia / San Sebastián","Violencia sexual en otros tipos de relación(*)",:,47,33,55,61,86,103,95
"Durango","Total",66,69,54,61,80,70,75,84
"Durango","Violencia ejercida por pareja / expareja",:,48,42,43,60,55,51,57
"Durango","Violencia intrafamiliar",:,16,7,11,11,5,15,19
"Durango","Violencia sexual en otros tipos de relación(*)",:,5,5,7,9,10,9,8
"Ea","Total",0,1,3,2,0,1,1,1
"Ea","Violencia ejercida por pareja / expareja",:,1,2,1,0,0,1,1
"Ea","Violencia intrafamiliar",:,0,1,1,0,1,0,:
"Ea","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Eibar","Total",67,67,82,82,117,95,110,88
"Eibar","Violencia ejercida por pareja / expareja",:,40,58,61,90,70,88,62
"Eibar","Violencia intrafamiliar",:,23,20,12,18,12,15,18
"Eibar","Violencia sexual en otros tipos de relación(*)",:,4,4,9,9,13,7,8
"Elantxobe","Total",0,1,0,0,0,0,1,1
"Elantxobe","Violencia ejercida por pareja / expareja",:,1,0,0,0,0,1,1
"Elantxobe","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Elantxobe","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Elburgo/Burgelu","Total",1,0,0,0,2,0,1,:
"Elburgo/Burgelu","Violencia ejercida por pareja / expareja",:,0,0,0,2,0,1,:
"Elburgo/Burgelu","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Elburgo/Burgelu","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Elciego","Total",1,4,1,3,4,1,1,1
"Elciego","Violencia ejercida por pareja / expareja",:,1,0,1,1,1,1,:
"Elciego","Violencia intrafamiliar",:,3,1,2,3,0,0,:
"Elciego","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,1
"Elduain","Total",0,0,2,1,1,0,0,:
"Elduain","Violencia ejercida por pareja / expareja",:,0,2,1,1,0,0,:
"Elduain","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Elduain","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Elgeta","Total",3,4,0,0,0,1,3,2
"Elgeta","Violencia ejercida por pareja / expareja",:,3,0,0,0,1,1,2
"Elgeta","Violencia intrafamiliar",:,1,0,0,0,0,2,:
"Elgeta","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Elgoibar","Total",15,21,32,32,29,22,29,34
"Elgoibar","Violencia ejercida por pareja / expareja",:,16,20,23,23,19,22,23
"Elgoibar","Violencia intrafamiliar",:,3,8,9,6,3,6,7
"Elgoibar","Violencia sexual en otros tipos de relación(*)",:,2,4,0,0,0,1,4
"Elorrio","Total",6,9,6,7,8,21,17,17
"Elorrio","Violencia ejercida por pareja / expareja",:,7,5,4,6,14,9,5
"Elorrio","Violencia intrafamiliar",:,1,1,3,2,5,6,8
"Elorrio","Violencia sexual en otros tipos de relación(*)",:,1,0,0,0,2,2,4
"Elvillar/Bilar","Total",1,1,1,0,2,0,2,1
"Elvillar/Bilar","Violencia ejercida por pareja / expareja",:,1,1,0,1,0,0,1
"Elvillar/Bilar","Violencia intrafamiliar",:,0,0,0,1,0,2,:
"Elvillar/Bilar","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Erandio","Total",86,115,73,95,108,101,126,94
"Erandio","Violencia ejercida por pareja / expareja",:,95,50,69,83,75,92,62
"Erandio","Violencia intrafamiliar",:,12,15,20,18,15,20,17
"Erandio","Violencia sexual en otros tipos de relación(*)",:,8,8,6,7,11,14,15
"Ereño","Total",0,0,0,0,2,0,1,1
"Ereño","Violencia ejercida por pareja / expareja",:,0,0,0,1,0,1,1
"Ereño","Violencia intrafamiliar",:,0,0,0,1,0,0,:
"Ereño","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Ermua","Total",28,18,33,32,42,55,54,72
"Ermua","Violencia ejercida por pareja / expareja",:,12,15,25,33,29,47,38
"Ermua","Violencia intrafamiliar",:,5,17,7,6,21,7,31
"Ermua","Violencia sexual en otros tipos de relación(*)",:,1,1,0,3,5,0,3
"Errenteria","Total",134,137,110,161,135,128,153,125
"Errenteria","Violencia ejercida por pareja / expareja",:,115,77,121,106,97,121,100
"Errenteria","Violencia intrafamiliar",:,18,28,31,23,19,18,14
"Errenteria","Violencia sexual en otros tipos de relación(*)",:,4,5,9,6,12,14,11
"Errezil","Total",1,0,1,1,0,0,1,:
"Errezil","Violencia ejercida por pareja / expareja",:,0,1,0,0,0,1,:
"Errezil","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Errezil","Violencia sexual en otros tipos de relación(*)",:,0,0,1,0,0,0,:
"Erriberagoitia/Ribera Alta","Total",0,2,1,3,1,0,1,4
"Erriberagoitia/Ribera Alta","Violencia ejercida por pareja / expareja",:,2,1,2,0,0,1,3
"Erriberagoitia/Ribera Alta","Violencia intrafamiliar",:,0,0,1,1,0,0,1
"Erriberagoitia/Ribera Alta","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Errigoiti","Total",0,1,2,1,2,1,1,:
"Errigoiti","Violencia ejercida por pareja / expareja",:,1,2,1,1,1,1,:
"Errigoiti","Violencia intrafamiliar",:,0,0,0,1,0,0,:
"Errigoiti","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Eskoriatza","Total",2,11,2,16,12,11,15,9
"Eskoriatza","Violencia ejercida por pareja / expareja",:,3,1,11,9,9,10,7
"Eskoriatza","Violencia intrafamiliar",:,8,1,4,2,0,5,:
"Eskoriatza","Violencia sexual en otros tipos de relación(*)",:,0,0,1,1,2,0,2
"Etxebarri","Total",24,17,37,18,32,29,22,27
"Etxebarri","Violencia ejercida por pareja / expareja",:,14,26,14,15,18,14,17
"Etxebarri","Violencia intrafamiliar",:,3,10,3,15,2,5,7
"Etxebarri","Violencia sexual en otros tipos de relación(*)",:,0,1,1,2,9,3,3
"Etxebarria","Total",0,1,1,0,3,0,1,2
"Etxebarria","Violencia ejercida por pareja / expareja",:,1,1,0,2,0,0,2
"Etxebarria","Violencia intrafamiliar",:,0,0,0,1,0,1,:
"Etxebarria","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Ezkio-Itsaso","Total",0,0,1,0,1,0,0,1
"Ezkio-Itsaso","Violencia ejercida por pareja / expareja",:,0,0,0,1,0,0,1
"Ezkio-Itsaso","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Ezkio-Itsaso","Violencia sexual en otros tipos de relación(*)",:,0,1,0,0,0,0,:
"Forua","Total",1,0,2,0,4,1,3,5
"Forua","Violencia ejercida por pareja / expareja",:,0,1,0,4,0,1,:
"Forua","Violencia intrafamiliar",:,0,1,0,0,1,2,5
"Forua","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Fruiz","Total",1,0,0,0,2,2,2,2
"Fruiz","Violencia ejercida por pareja / expareja",:,0,0,0,2,2,1,1
"Fruiz","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Fruiz","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,1,1
"Gabiria","Total",0,1,0,0,0,1,1,2
"Gabiria","Violencia ejercida por pareja / expareja",:,0,0,0,0,1,1,1
"Gabiria","Violencia intrafamiliar",:,1,0,0,0,0,0,1
"Gabiria","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Gaintza","Total",0,0,0,0,0,0,0,:
"Gaintza","Violencia ejercida por pareja / expareja",:,0,0,0,0,0,0,:
"Gaintza","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Gaintza","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Galdakao","Total",68,72,60,65,53,77,51,66
"Galdakao","Violencia ejercida por pareja / expareja",:,50,45,43,42,50,38,52
"Galdakao","Violencia intrafamiliar",:,21,14,18,9,19,6,8
"Galdakao","Violencia sexual en otros tipos de relación(*)",:,1,1,4,2,8,7,6
"Galdames","Total",3,1,0,1,4,4,1,2
"Galdames","Violencia ejercida por pareja / expareja",:,1,0,1,4,3,1,2
"Galdames","Violencia intrafamiliar",:,0,0,0,0,1,0,:
"Galdames","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Gamiz-Fika","Total",2,1,2,0,1,1,2,5
"Gamiz-Fika","Violencia ejercida por pareja / expareja",:,1,1,0,1,0,0,4
"Gamiz-Fika","Violencia intrafamiliar",:,0,1,0,0,0,2,:
"Gamiz-Fika","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,1,0,1
"Garai","Total",0,0,0,0,0,0,0,:
"Garai","Violencia ejercida por pareja / expareja",:,0,0,0,0,0,0,:
"Garai","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Garai","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Gatika","Total",1,2,4,0,1,2,4,4
"Gatika","Violencia ejercida por pareja / expareja",:,1,4,0,1,2,2,2
"Gatika","Violencia intrafamiliar",:,1,0,0,0,0,2,1
"Gatika","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,1
"Gautegiz Arteaga","Total",0,0,1,2,0,2,2,:
"Gautegiz Arteaga","Violencia ejercida por pareja / expareja",:,0,1,2,0,2,2,:
"Gautegiz Arteaga","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Gautegiz Arteaga","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Gaztelu","Total",0,1,4,1,0,2,0,:
"Gaztelu","Violencia ejercida por pareja / expareja",:,0,0,0,0,0,0,:
"Gaztelu","Violencia intrafamiliar",:,1,4,1,0,2,0,:
"Gaztelu","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Gernika-Lumo","Total",42,49,49,39,40,39,55,44
"Gernika-Lumo","Violencia ejercida por pareja / expareja",:,42,38,28,30,22,34,33
"Gernika-Lumo","Violencia intrafamiliar",:,5,10,7,8,11,12,8
"Gernika-Lumo","Violencia sexual en otros tipos de relación(*)",:,2,1,4,2,6,9,3
"Getaria","Total",4,2,3,3,6,3,13,6
"Getaria","Violencia ejercida por pareja / expareja",:,2,2,2,6,2,10,3
"Getaria","Violencia intrafamiliar",:,0,1,0,0,0,2,1
"Getaria","Violencia sexual en otros tipos de relación(*)",:,0,0,1,0,1,1,2
"Getxo","Total",137,170,127,128,186,169,178,154
"Getxo","Violencia ejercida por pareja / expareja",:,120,86,85,149,110,128,111
"Getxo","Violencia intrafamiliar",:,38,30,37,28,37,30,28
"Getxo","Violencia sexual en otros tipos de relación(*)",:,12,11,6,9,22,20,15
"Gizaburuaga","Total",0,1,0,0,2,0,0,:
"Gizaburuaga","Violencia ejercida por pareja / expareja",:,1,0,0,2,0,0,:
"Gizaburuaga","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Gizaburuaga","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Gordexola","Total",0,1,6,5,0,3,3,1
"Gordexola","Violencia ejercida por pareja / expareja",:,1,4,2,0,3,3,1
"Gordexola","Violencia intrafamiliar",:,0,0,3,0,0,0,:
"Gordexola","Violencia sexual en otros tipos de relación(*)",:,0,2,0,0,0,0,:
"Gorliz","Total",12,9,14,17,19,8,8,11
"Gorliz","Violencia ejercida por pareja / expareja",:,1,11,15,13,5,6,8
"Gorliz","Violencia intrafamiliar",:,3,1,2,5,1,1,2
"Gorliz","Violencia sexual en otros tipos de relación(*)",:,5,2,0,1,2,1,1
"Güeñes","Total",9,14,13,8,32,19,18,18
"Güeñes","Violencia ejercida por pareja / expareja",:,9,8,8,21,7,12,8
"Güeñes","Violencia intrafamiliar",:,3,2,0,10,10,6,8
"Güeñes","Violencia sexual en otros tipos de relación(*)",:,2,3,0,1,2,0,2
"Harana/Valle de Arana","Total",1,0,2,0,2,0,0,2
"Harana/Valle de Arana","Violencia ejercida por pareja / expareja",:,0,0,0,2,0,0,:
"Harana/Valle de Arana","Violencia intrafamiliar",:,0,2,0,0,0,0,2
"Harana/Valle de Arana","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Hernani","Total",60,59,43,65,64,59,50,52
"Hernani","Violencia ejercida por pareja / expareja",:,43,26,41,45,41,35,40
"Hernani","Violencia intrafamiliar",:,11,6,21,12,13,13,8
"Hernani","Violencia sexual en otros tipos de relación(*)",:,5,11,3,7,5,2,4
"Hernialde","Total",2,0,2,0,0,0,0,1
"Hernialde","Violencia ejercida por pareja / expareja",:,0,1,0,0,0,0,1
"Hernialde","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Hernialde","Violencia sexual en otros tipos de relación(*)",:,0,1,0,0,0,0,:
"Hondarribia","Total",29,40,28,29,31,52,44,35
"Hondarribia","Violencia ejercida por pareja / expareja",:,32,22,15,21,39,29,22
"Hondarribia","Violencia intrafamiliar",:,2,5,8,7,6,8,5
"Hondarribia","Violencia sexual en otros tipos de relación(*)",:,6,1,6,3,7,7,8
"Ibarra","Total",11,6,9,6,14,10,10,11
"Ibarra","Violencia ejercida por pareja / expareja",:,6,8,4,13,5,7,7
"Ibarra","Violencia intrafamiliar",:,0,0,1,1,4,3,3
"Ibarra","Violencia sexual en otros tipos de relación(*)",:,0,1,1,0,1,0,1
"Ibarrangelu","Total",3,2,4,1,0,1,0,:
"Ibarrangelu","Violencia ejercida por pareja / expareja",:,0,2,1,0,0,0,:
"Ibarrangelu","Violencia intrafamiliar",:,0,2,0,0,0,0,:
"Ibarrangelu","Violencia sexual en otros tipos de relación(*)",:,2,0,0,0,1,0,:
"Idiazabal","Total",0,1,3,3,2,4,5,1
"Idiazabal","Violencia ejercida por pareja / expareja",:,0,0,3,2,4,3,1
"Idiazabal","Violencia intrafamiliar",:,1,3,0,0,0,1,:
"Idiazabal","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,1,:
"Igorre","Total",4,6,14,10,16,22,20,14
"Igorre","Violencia ejercida por pareja / expareja",:,6,7,5,12,17,14,7
"Igorre","Violencia intrafamiliar",:,0,6,4,3,3,5,5
"Igorre","Violencia sexual en otros tipos de relación(*)",:,0,1,1,1,2,1,2
"Ikaztegieta","Total",0,0,0,0,0,1,2,:
"Ikaztegieta","Violencia ejercida por pareja / expareja",:,0,0,0,0,0,1,:
"Ikaztegieta","Violencia intrafamiliar",:,0,0,0,0,1,1,:
"Ikaztegieta","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Irun","Total",211,206,190,219,265,291,296,327
"Irun","Violencia ejercida por pareja / expareja",:,152,136,160,194,208,213,245
"Irun","Violencia intrafamiliar",:,40,42,33,44,49,42,64
"Irun","Violencia sexual en otros tipos de relación(*)",:,14,12,26,27,34,41,18
"Iruña Oka/Iruña de Oca","Total",4,6,14,9,13,15,16,12
"Iruña Oka/Iruña de Oca","Violencia ejercida por pareja / expareja",:,5,7,4,11,11,10,8
"Iruña Oka/Iruña de Oca","Violencia intrafamiliar",:,1,7,5,1,3,6,3
"Iruña Oka/Iruña de Oca","Violencia sexual en otros tipos de relación(*)",:,0,0,0,1,1,0,1
"Irura","Total",4,1,6,3,6,5,22,11
"Irura","Violencia ejercida por pareja / expareja",:,1,6,3,2,0,17,11
"Irura","Violencia intrafamiliar",:,0,0,0,3,5,5,:
"Irura","Violencia sexual en otros tipos de relación(*)",:,0,0,0,1,0,0,:
"Iruraiz-Gauna","Total",0,0,0,0,0,1,1,:
"Iruraiz-Gauna","Violencia ejercida por pareja / expareja",:,0,0,0,0,1,1,:
"Iruraiz-Gauna","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Iruraiz-Gauna","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Ispaster","Total",1,1,0,0,2,3,1,:
"Ispaster","Violencia ejercida por pareja / expareja",:,1,0,0,1,0,1,:
"Ispaster","Violencia intrafamiliar",:,0,0,0,1,3,0,:
"Ispaster","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Itsasondo","Total",0,3,1,0,2,0,0,4
"Itsasondo","Violencia ejercida por pareja / expareja",:,3,1,0,1,0,0,3
"Itsasondo","Violencia intrafamiliar",:,0,0,0,0,0,0,1
"Itsasondo","Violencia sexual en otros tipos de relación(*)",:,0,0,0,1,0,0,:
"Iurreta","Total",7,1,8,5,7,5,8,9
"Iurreta","Violencia ejercida por pareja / expareja",:,0,6,4,5,3,5,6
"Iurreta","Violencia intrafamiliar",:,0,2,0,0,2,0,1
"Iurreta","Violencia sexual en otros tipos de relación(*)",:,1,0,1,2,0,3,2
"Izurtza","Total",0,0,0,0,2,0,1,:
"Izurtza","Violencia ejercida por pareja / expareja",:,0,0,0,2,0,1,:
"Izurtza","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Izurtza","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Karrantza Harana/Valle de Carranza","Total",8,6,13,8,7,1,3,4
"Karrantza Harana/Valle de Carranza","Violencia ejercida por pareja / expareja",:,3,9,5,2,1,1,3
"Karrantza Harana/Valle de Carranza","Violencia intrafamiliar",:,3,4,3,5,0,2,1
"Karrantza Harana/Valle de Carranza","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Kortezubi","Total",1,0,0,0,0,2,1,:
"Kortezubi","Violencia ejercida por pareja / expareja",:,0,0,0,0,1,1,:
"Kortezubi","Violencia intrafamiliar",:,0,0,0,0,1,0,:
"Kortezubi","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Kripan","Total",2,0,0,0,0,0,3,1
"Kripan","Violencia ejercida por pareja / expareja",:,0,0,0,0,0,0,1
"Kripan","Violencia intrafamiliar",:,0,0,0,0,0,3,:
"Kripan","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Kuartango","Total",1,1,0,1,0,0,0,1
"Kuartango","Violencia ejercida por pareja / expareja",:,0,0,1,0,0,0,:
"Kuartango","Violencia intrafamiliar",:,1,0,0,0,0,0,1
"Kuartango","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Labastida/Bastida","Total",1,4,2,1,5,3,4,6
"Labastida/Bastida","Violencia ejercida por pareja / expareja",:,2,2,0,2,2,3,3
"Labastida/Bastida","Violencia intrafamiliar",:,1,0,1,3,0,0,2
"Labastida/Bastida","Violencia sexual en otros tipos de relación(*)",:,1,0,0,0,1,1,1
"Lagrán","Total",1,0,0,0,0,2,0,1
"Lagrán","Violencia ejercida por pareja / expareja",:,0,0,0,0,2,0,1
"Lagrán","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Lagrán","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Laguardia","Total",0,2,1,1,3,3,4,5
"Laguardia","Violencia ejercida por pareja / expareja",:,2,1,1,1,3,2,5
"Laguardia","Violencia intrafamiliar",:,0,0,0,2,0,2,:
"Laguardia","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Lanciego/Lantziego","Total",1,2,0,1,0,1,0,2
"Lanciego/Lantziego","Violencia ejercida por pareja / expareja",:,1,0,1,0,1,0,2
"Lanciego/Lantziego","Violencia intrafamiliar",:,1,0,0,0,0,0,:
"Lanciego/Lantziego","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Lanestosa","Total",0,0,1,1,2,0,2,1
"Lanestosa","Violencia ejercida por pareja / expareja",:,0,1,0,2,0,2,:
"Lanestosa","Violencia intrafamiliar",:,0,0,1,0,0,0,1
"Lanestosa","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Lantarón","Total",2,3,1,4,5,0,3,3
"Lantarón","Violencia ejercida por pareja / expareja",:,2,0,3,5,0,3,3
"Lantarón","Violencia intrafamiliar",:,1,1,1,0,0,0,:
"Lantarón","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Lapuebla de Labarca","Total",0,2,1,3,1,1,2,9
"Lapuebla de Labarca","Violencia ejercida por pareja / expareja",:,2,1,2,1,0,1,2
"Lapuebla de Labarca","Violencia intrafamiliar",:,0,0,0,0,1,1,7
"Lapuebla de Labarca","Violencia sexual en otros tipos de relación(*)",:,0,0,1,0,0,0,:
"Larrabetzu","Total",1,1,3,1,0,4,2,9
"Larrabetzu","Violencia ejercida por pareja / expareja",:,0,3,1,0,4,2,6
"Larrabetzu","Violencia intrafamiliar",:,1,0,0,0,0,0,2
"Larrabetzu","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,1
"Larraul","Total",0,0,0,1,0,0,0,:
"Larraul","Violencia ejercida por pareja / expareja",:,0,0,1,0,0,0,:
"Larraul","Violencia intrafamiliar",:,0,0,0,0,0,0,:
"Larraul","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Lasarte-Oria","Total",30,38,46,28,49,45,68,53
"Lasarte-Oria","Violencia ejercida por pareja / expareja",:,32,37,23,37,37,49,34
"Lasarte-Oria","Violencia intrafamiliar",:,4,3,3,8,4,10,15
"Lasarte-Oria","Violencia sexual en otros tipos de relación(*)",:,2,6,2,4,4,9,4
"Laudio/Llodio","Total",51,34,32,42,62,43,45,71
"Laudio/Llodio","Violencia ejercida por pareja / expareja",:,25,18,30,48,29,37,57
"Laudio/Llodio","Violencia intrafamiliar",:,6,10,10,10,10,5,10
"Laudio/Llodio","Violencia sexual en otros tipos de relación(*)",:,3,4,2,4,4,3,4
"Laukiz","Total",2,1,2,1,1,2,5,:
"Laukiz","Violencia ejercida por pareja / expareja",:,0,1,1,0,1,0,:
"Laukiz","Violencia intrafamiliar",:,1,1,0,1,1,2,:
"Laukiz","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,3,:
"Lazkao","Total",4,6,13,8,9,15,20,20
"Lazkao","Violencia ejercida por pareja / expareja",:,4,7,6,8,12,13,11
"Lazkao","Violencia intrafamiliar",:,1,3,0,0,2,3,7
"Lazkao","Violencia sexual en otros tipos de relación(*)",:,1,3,2,1,1,4,2
"Leaburu","Total",0,1,0,0,0,0,0,1
"Leaburu","Violencia ejercida por pareja / expareja",:,0,0,0,0,0,0,1
"Leaburu","Violencia intrafamiliar",:,1,0,0,0,0,0,:
"Leaburu","Violencia sexual en otros tipos de relación(*)",:,0,0,0,0,0,0,:
"Legazpi","Total",18,13,17,12,11,20,17,19
"Legazpi","Violencia ejercida por pareja / expareja",:,10,12,9,9,13,13,13
