Año;Sexo;Edad;Nacionalidad;Discapacidad;Ámbito Territorial;Magnitud;Value
2022;"Hombre";"Total";"";"";"Zalla";"%";8,5
2022;"Hombre";"Total";"";"";"Zambrana";"%";9,5
2022;"Hombre";"Total";"";"";"Zamudio";"%";7
2022;"Hombre";"Total";"";"";"Zaratamo";"%";8,4
2022;"Hombre";"Total";"";"";"Zarautz";"%";5,7
2022;"Hombre";"Total";"";"";"Zeanuri";"%";5,8
2022;"Hombre";"Total";"";"";"Zeberio";"%";6,4
2022;"Hombre";"Total";"";"";"Zegama";"%";3,2
2022;"Hombre";"Total";"";"";"Zerain";"%";1,6
2022;"Hombre";"Total";"";"";"Zestoa";"%";6,5
2022;"Hombre";"Total";"";"";"Zierbena";"%";7,1
2022;"Hombre";"Total";"";"";"Zigoitia";"%";3,7
2022;"Hombre";"Total";"";"";"Ziortza-Bolibar";"%";8,7
2022;"Hombre";"Total";"";"";"Zizurkil";"%";6,4
2022;"Hombre";"Total";"";"";"Zuia";"%";5,9
2022;"Hombre";"Total";"";"";"Zumaia";"%";5,3
2022;"Hombre";"Total";"";"";"Zumarraga";"%";7,9
2022;"Hombre";"Total";"";"";"Añana (comarca)";"%";7,5
2022;"Hombre";"Total";"";"";"Arabako Errioxa / Rioja Alavesa";"%";7,6
2022;"Hombre";"Total";"";"";"Arabako Kantaurialdea / Cantábrica Alavesa";"%";7,4
2022;"Hombre";"Total";"";"";"Arabako Lautada / Llanada Alavesa";"%";8,3
2022;"Hombre";"Total";"";"";"Arabako Mendialdea / Montaña Alavesa";"%";6,2
2022;"Hombre";"Total";"";"";"Arratia-Nerbioi / Arratia-Nervión";"%";8,5
2022;"Hombre";"Total";"";"";"Bidasoa Beherea / Bajo Bidasoa";"%";8,1
2022;"Hombre";"Total";"";"";"Bilbo Handia / Gran Bilbao";"%";10,3
2022;"Hombre";"Total";"";"";"Debabarrena / Bajo Deba";"%";7
2022;"Hombre";"Total";"";"";"Debagoiena / Alto Deba";"%";6
2022;"Hombre";"Total";"";"";"Donostialdea";"%";7
2022;"Hombre";"Total";"";"";"Durangaldea / Duranguesado";"%";6,6
2022;"Hombre";"Total";"";"";"Enkartazioak / Encartaciones";"%";9,6
2022;"Hombre";"Total";"";"";"Gernika-Bermeo";"%";9,1
2022;"Hombre";"Total";"";"";"Goierri";"%";5,6
2022;"Hombre";"Total";"";"";"Gorbeialdea / Estribaciones del Gorbea";"%";6,1
2022;"Hombre";"Total";"";"";"Markina-Ondarroa";"%";7,8
2022;"Hombre";"Total";"";"";"Plentzia-Mungia";"%";7,9
2022;"Hombre";"Total";"";"";"Tolosaldea";"%";5,9
2022;"Hombre";"Total";"";"";"Urola Kosta";"%";5,5
2022;"Hombre";"Total";"";"";"Araba/Álava";"%";9,5
2022;"Hombre";"Total";"";"";"Bizkaia";"%";8,5
2022;"Hombre";"Total";"";"";"Gipuzkoa";"%";6,6
2010;"Hombre";"Total";"";"";"C.A. de Euskadi";"%";9,6
2010;"Hombre";"Total";"";"";"Abadiño";"%";8,5
2010;"Hombre";"Total";"";"";"Abaltzisketa";"%";4,4
2010;"Hombre";"Total";"";"";"Abanto y Ciérvana-Abanto Zierbena";"%";10,5
2010;"Hombre";"Total";"";"";"Aduna";"%";4,6
2010;"Hombre";"Total";"";"";"Agurain/Salvatierra";"%";10,6
2010;"Hombre";"Total";"";"";"Aia";"%";8,6
2010;"Hombre";"Total";"";"";"Aizarnazabal";"%";11,3
2010;"Hombre";"Total";"";"";"Ajangiz";"%";10,6
2010;"Hombre";"Total";"";"";"Albiztur";"%";4,4
2010;"Hombre";"Total";"";"";"Alegia";"%";6,6
2010;"Hombre";"Total";"";"";"Alegría-Dulantzi";"%";5,6
2010;"Hombre";"Total";"";"";"Alkiza";"%";2,9
2010;"Hombre";"Total";"";"";"Alonsotegi";"%";10,7
2010;"Hombre";"Total";"";"";"Altzaga";"%";2,2
2010;"Hombre";"Total";"";"";"Altzo";"%";5,8
2010;"Hombre";"Total";"";"";"Amezketa";"%";5,3
2010;"Hombre";"Total";"";"";"Amorebieta-Etxano";"%";9,1
2010;"Hombre";"Total";"";"";"Amoroto";"%";9,5
2010;"Hombre";"Total";"";"";"Amurrio";"%";9,2
2010;"Hombre";"Total";"";"";"Andoain";"%";8,4
2010;"Hombre";"Total";"";"";"Anoeta";"%";6,1
2010;"Hombre";"Total";"";"";"Antzuola";"%";6,9
2010;"Hombre";"Total";"";"";"Añana";"%";2
2010;"Hombre";"Total";"";"";"Arakaldo";"%";5,7
2010;"Hombre";"Total";"";"";"Arama";"%";7,4
2010;"Hombre";"Total";"";"";"Aramaio";"%";5,1
2010;"Hombre";"Total";"";"";"Arantzazu";"%";8,8
2010;"Hombre";"Total";"";"";"Areatza";"%";7,2
2010;"Hombre";"Total";"";"";"Aretxabaleta";"%";7,4
2010;"Hombre";"Total";"";"";"Armiñón";"%";9,3
2010;"Hombre";"Total";"";"";"Arraia-Maeztu";"%";6,6
2010;"Hombre";"Total";"";"";"Arrankudiaga-Zollo";"%";7,8
2010;"Hombre";"Total";"";"";"Arrasate/Mondragón";"%";9,6
2010;"Hombre";"Total";"";"";"Arratzu";"%";7,2
2010;"Hombre";"Total";"";"";"Arratzua-Ubarrundia";"%";4,4
2010;"Hombre";"Total";"";"";"Arrieta";"%";6,6
2010;"Hombre";"Total";"";"";"Arrigorriaga";"%";9,3
2010;"Hombre";"Total";"";"";"Artea";"%";6,5
2010;"Hombre";"Total";"";"";"Artzentales";"%";8,1
2010;"Hombre";"Total";"";"";"Artziniega";"%";6,9
2010;"Hombre";"Total";"";"";"Asparrena";"%";10
2010;"Hombre";"Total";"";"";"Asteasu";"%";4,6
2010;"Hombre";"Total";"";"";"Astigarraga";"%";6,9
2010;"Hombre";"Total";"";"";"Ataun";"%";4,6
2010;"Hombre";"Total";"";"";"Atxondo";"%";7,3
2010;"Hombre";"Total";"";"";"Aulesti";"%";8,2
2010;"Hombre";"Total";"";"";"Ayala/Aiara";"%";6,6
2010;"Hombre";"Total";"";"";"Azkoitia";"%";8,7
2010;"Hombre";"Total";"";"";"Azpeitia";"%";8
2010;"Hombre";"Total";"";"";"Bakio";"%";8,3
2010;"Hombre";"Total";"";"";"Baliarrain";"%";2,8
2010;"Hombre";"Total";"";"";"Balmaseda";"%";11,1
2010;"Hombre";"Total";"";"";"Baños de Ebro/Mañueta";"%";1
2010;"Hombre";"Total";"";"";"Barakaldo";"%";11,2
2010;"Hombre";"Total";"";"";"Barrika";"%";14,9
2010;"Hombre";"Total";"";"";"Barrundia";"%";5,7
2010;"Hombre";"Total";"";"";"Basauri";"%";10,6
2010;"Hombre";"Total";"";"";"Beasain";"%";9,1
2010;"Hombre";"Total";"";"";"Bedia";"%";8,3
2010;"Hombre";"Total";"";"";"Beizama";"%";6,4
2010;"Hombre";"Total";"";"";"Belauntza";"%";11,4
2010;"Hombre";"Total";"";"";"Berango";"%";9,7
2010;"Hombre";"Total";"";"";"Berantevilla";"%";12
2010;"Hombre";"Total";"";"";"Berastegi";"%";7,9
2010;"Hombre";"Total";"";"";"Bergara";"%";8,2
2010;"Hombre";"Total";"";"";"Bermeo";"%";13,9
2010;"Hombre";"Total";"";"";"Bernedo";"%";4,8
2010;"Hombre";"Total";"";"";"Berriatua";"%";16,1
2010;"Hombre";"Total";"";"";"Berriz";"%";10,1
2010;"Hombre";"Total";"";"";"Berrobi";"%";4,9
2010;"Hombre";"Total";"";"";"Bidania-Goiatz";"%";11,4
2010;"Hombre";"Total";"";"";"Bilbao";"%";12,2
2010;"Hombre";"Total";"";"";"Busturia";"%";9,9
2010;"Hombre";"Total";"";"";"Campezo/Kanpezu";"%";7,6
2010;"Hombre";"Total";"";"";"Deba";"%";8,1
2010;"Hombre";"Total";"";"";"Derio";"%";7,9
2010;"Hombre";"Total";"";"";"Dima";"%";8,1
2010;"Hombre";"Total";"";"";"Donostia / San Sebastián";"%";9,9
2010;"Hombre";"Total";"";"";"Durango";"%";9,8
2010;"Hombre";"Total";"";"";"Ea";"%";11,2
2010;"Hombre";"Total";"";"";"Eibar";"%";9
2010;"Hombre";"Total";"";"";"Elantxobe";"%";13
2010;"Hombre";"Total";"";"";"Elburgo/Burgelu";"%";4
2010;"Hombre";"Total";"";"";"Elciego";"%";11,3
2010;"Hombre";"Total";"";"";"Elduain";"%";5,8
2010;"Hombre";"Total";"";"";"Elgeta";"%";7,9
2010;"Hombre";"Total";"";"";"Elgoibar";"%";8,3
2010;"Hombre";"Total";"";"";"Elorrio";"%";8,5
2010;"Hombre";"Total";"";"";"Elvillar/Bilar";"%";6,5
2010;"Hombre";"Total";"";"";"Erandio";"%";10,5
2010;"Hombre";"Total";"";"";"Ereño";"%";4,2
2010;"Hombre";"Total";"";"";"Ermua";"%";10,5
2010;"Hombre";"Total";"";"";"Errenteria";"%";8,9
2010;"Hombre";"Total";"";"";"Errezil";"%";5,7
2010;"Hombre";"Total";"";"";"Erriberagoitia/Ribera Alta";"%";5,3
2010;"Hombre";"Total";"";"";"Errigoiti";"%";6,7
2010;"Hombre";"Total";"";"";"Eskoriatza";"%";7,9
2010;"Hombre";"Total";"";"";"Etxebarri";"%";8,4
2010;"Hombre";"Total";"";"";"Etxebarria";"%";8,3
2010;"Hombre";"Total";"";"";"Ezkio-Itsaso";"%";10,1
2010;"Hombre";"Total";"";"";"Forua";"%";13,4
2010;"Hombre";"Total";"";"";"Fruiz";"%";7,1
2010;"Hombre";"Total";"";"";"Gabiria";"%";7,7
2010;"Hombre";"Total";"";"";"Gaintza";"%";5,7
2010;"Hombre";"Total";"";"";"Galdakao";"%";8,3
2010;"Hombre";"Total";"";"";"Galdames";"%";6,3
2010;"Hombre";"Total";"";"";"Gamiz-Fika";"%";5,5
2010;"Hombre";"Total";"";"";"Garai";"%";5,2
2010;"Hombre";"Total";"";"";"Gatika";"%";7,7
2010;"Hombre";"Total";"";"";"Gautegiz Arteaga";"%";11
2010;"Hombre";"Total";"";"";"Gaztelu";"%";5,5
2010;"Hombre";"Total";"";"";"Gernika-Lumo";"%";9,6
2010;"Hombre";"Total";"";"";"Getaria";"%";10,1
2010;"Hombre";"Total";"";"";"Getxo";"%";11,1
2010;"Hombre";"Total";"";"";"Gizaburuaga";"%";1,7
2010;"Hombre";"Total";"";"";"Gordexola";"%";8,7
2010;"Hombre";"Total";"";"";"Gorliz";"%";9,5
2010;"Hombre";"Total";"";"";"Güeñes";"%";9
2010;"Hombre";"Total";"";"";"Harana/Valle de Arana";"%";8,2
2010;"Hombre";"Total";"";"";"Hernani";"%";8,8
2010;"Hombre";"Total";"";"";"Hernialde";"%";3,3
2010;"Hombre";"Total";"";"";"Hondarribia";"%";10,4
2010;"Hombre";"Total";"";"";"Ibarra";"%";8,9
2010;"Hombre";"Total";"";"";"Ibarrangelu";"%";8
2010;"Hombre";"Total";"";"";"Idiazabal";"%";7,5
2010;"Hombre";"Total";"";"";"Igorre";"%";8,6
2010;"Hombre";"Total";"";"";"Ikaztegieta";"%";8,3
2010;"Hombre";"Total";"";"";"Irun";"%";11,3
2010;"Hombre";"Total";"";"";"Iruña Oka/Iruña de Oca";"%";6,9
2010;"Hombre";"Total";"";"";"Irura";"%";7,1
2010;"Hombre";"Total";"";"";"Iruraiz-Gauna";"%";4
2010;"Hombre";"Total";"";"";"Ispaster";"%";7,3
2010;"Hombre";"Total";"";"";"Itsasondo";"%";9
2010;"Hombre";"Total";"";"";"Iurreta";"%";9,8
2010;"Hombre";"Total";"";"";"Izurtza";"%";8,4
2010;"Hombre";"Total";"";"";"Karrantza Harana/Valle de Carranza";"%";10,6
2010;"Hombre";"Total";"";"";"Kortezubi";"%";4,1
2010;"Hombre";"Total";"";"";"Kripan";"%";4,3
2010;"Hombre";"Total";"";"";"Kuartango";"%";4,2
2010;"Hombre";"Total";"";"";"Labastida/Bastida";"%";14,3
2010;"Hombre";"Total";"";"";"Lagrán";"%";11,6
2010;"Hombre";"Total";"";"";"Laguardia";"%";8,6
2010;"Hombre";"Total";"";"";"Lanciego/Lantziego";"%";11,4
2010;"Hombre";"Total";"";"";"Lanestosa";"%";17,5
2010;"Hombre";"Total";"";"";"Lantarón";"%";14,3
2010;"Hombre";"Total";"";"";"Lapuebla de Labarca";"%";13,5
2010;"Hombre";"Total";"";"";"Larrabetzu";"%";7,3
2010;"Hombre";"Total";"";"";"Larraul";"%";3,9
2010;"Hombre";"Total";"";"";"Lasarte-Oria";"%";9,5
2010;"Hombre";"Total";"";"";"Laudio/Llodio";"%";8,6
2010;"Hombre";"Total";"";"";"Laukiz";"%";6,9
2010;"Hombre";"Total";"";"";"Lazkao";"%";7,9
2010;"Hombre";"Total";"";"";"Leaburu";"%";5,7
2010;"Hombre";"Total";"";"";"Legazpi";"%";7,8
2010;"Hombre";"Total";"";"";"Legorreta";"%";11,6
2010;"Hombre";"Total";"";"";"Legutio";"%";6,1
2010;"Hombre";"Total";"";"";"Leintz-Gatzaga";"%";8,1
2010;"Hombre";"Total";"";"";"Leioa";"%";10,6
2010;"Hombre";"Total";"";"";"Lekeitio";"%";10
2010;"Hombre";"Total";"";"";"Lemoa";"%";9,5
2010;"Hombre";"Total";"";"";"Lemoiz";"%";8,2
2010;"Hombre";"Total";"";"";"Leza";"%";6,7
2010;"Hombre";"Total";"";"";"Lezama";"%";6,5
2010;"Hombre";"Total";"";"";"Lezo";"%";7,9
2010;"Hombre";"Total";"";"";"Lizartza";"%";10,9
2010;"Hombre";"Total";"";"";"Loiu";"%";10,2
2010;"Hombre";"Total";"";"";"Mallabia";"%";5,3
2010;"Hombre";"Total";"";"";"Mañaria";"%";11,5
2010;"Hombre";"Total";"";"";"Markina-Xemein";"%";13,2
2010;"Hombre";"Total";"";"";"Maruri-Jatabe";"%";8,6
2010;"Hombre";"Total";"";"";"Mendaro";"%";5,1
2010;"Hombre";"Total";"";"";"Mendata";"%";9,3
2010;"Hombre";"Total";"";"";"Mendexa";"%";8,3
2010;"Hombre";"Total";"";"";"Meñaka";"%";5,3
2010;"Hombre";"Total";"";"";"Moreda de Álava/Moreda Araba";"%";19,2
2010;"Hombre";"Total";"";"";"Morga";"%";6,7
2010;"Hombre";"Total";"";"";"Mundaka";"%";11,1
2010;"Hombre";"Total";"";"";"Mungia";"%";9,6
2010;"Hombre";"Total";"";"";"Munitibar-Arbatzegi Gerrikaitz";"%";4,1
2010;"Hombre";"Total";"";"";"Murueta";"%";5,6
2010;"Hombre";"Total";"";"";"Muskiz";"%";10
2010;"Hombre";"Total";"";"";"Mutiloa";"%";5,9
2010;"Hombre";"Total";"";"";"Mutriku";"%";9,5
2010;"Hombre";"Total";"";"";"Muxika";"%";8,4
2010;"Hombre";"Total";"";"";"Nabarniz";"%";3,2
2010;"Hombre";"Total";"";"";"Navaridas";"%";1,7
2010;"Hombre";"Total";"";"";"Oiartzun";"%";7,2
2010;"Hombre";"Total";"";"";"Okondo";"%";8,8
2010;"Hombre";"Total";"";"";"Olaberria";"%";8,1
2010;"Hombre";"Total";"";"";"Ondarroa";"%";12,7
2010;"Hombre";"Total";"";"";"Oñati";"%";7
2010;"Hombre";"Total";"";"";"Ordizia";"%";9
2010;"Hombre";"Total";"";"";"Orendain";"%";3,8
2010;"Hombre";"Total";"";"";"Orexa";"%";10,5
2010;"Hombre";"Total";"";"";"Orio";"%";9,2
2010;"Hombre";"Total";"";"";"Ormaiztegi";"%";7
2010;"Hombre";"Total";"";"";"Orozko";"%";6
2010;"Hombre";"Total";"";"";"Ortuella";"%";10,1
2010;"Hombre";"Total";"";"";"Otxandio";"%";10,2
2010;"Hombre";"Total";"";"";"Oyón-Oion";"%";22,7
2010;"Hombre";"Total";"";"";"Pasaia";"%";11,9
2010;"Hombre";"Total";"";"";"Peñacerrada-Urizaharra";"%";11,9
2010;"Hombre";"Total";"";"";"Plentzia";"%";9,1
2010;"Hombre";"Total";"";"";"Portugalete";"%";10,6
2010;"Hombre";"Total";"";"";"Ribera Baja/Erriberabeitia";"%";14,6
2010;"Hombre";"Total";"";"";"Samaniego";"%";1,1
2010;"Hombre";"Total";"";"";"San Millán/Donemiliaga";"%";9,3
2010;"Hombre";"Total";"";"";"Santurtzi";"%";12
2010;"Hombre";"Total";"";"";"Segura";"%";7,6
2010;"Hombre";"Total";"";"";"Sestao";"%";13,7
2010;"Hombre";"Total";"";"";"Sondika";"%";7,1
2010;"Hombre";"Total";"";"";"Sopela";"%";9,5
2010;"Hombre";"Total";"";"";"Sopuerta";"%";9,8
2010;"Hombre";"Total";"";"";"Soraluze-Placencia de las Armas";"%";10,1
2010;"Hombre";"Total";"";"";"Sukarrieta";"%";10,7
2010;"Hombre";"Total";"";"";"Tolosa";"%";7,6
2010;"Hombre";"Total";"";"";"Trucios-Turtzioz";"%";13,3
2010;"Hombre";"Total";"";"";"Ubide";"%";3,9
2010;"Hombre";"Total";"";"";"Ugao-Miraballes";"%";7,1
2010;"Hombre";"Total";"";"";"Urduliz";"%";9
2010;"Hombre";"Total";"";"";"Urduña/Orduña";"%";12,1
2010;"Hombre";"Total";"";"";"Urkabustaiz";"%";7,3
2010;"Hombre";"Total";"";"";"Urnieta";"%";6,9
2010;"Hombre";"Total";"";"";"Urretxu";"%";5,5
2010;"Hombre";"Total";"";"";"Usurbil";"%";8
2010;"Hombre";"Total";"";"";"Valdegovía/Gaubea";"%";9,8
2010;"Hombre";"Total";"";"";"Valle de Trápaga-Trapagaran";"%";10
2010;"Hombre";"Total";"";"";"Villabona";"%";9
2010;"Hombre";"Total";"";"";"Villabuena de Álava/Eskuernaga";"%";6
2010;"Hombre";"Total";"";"";"Vitoria-Gasteiz";"%";10,9
2010;"Hombre";"Total";"";"";"Yécora/Iekora";"%";11,8
2010;"Hombre";"Total";"";"";"Zaldibar";"%";9,4
2010;"Hombre";"Total";"";"";"Zaldibia";"%";6,8
2010;"Hombre";"Total";"";"";"Zalduondo";"%";4,7
2010;"Hombre";"Total";"";"";"Zalla";"%";9,6
2010;"Hombre";"Total";"";"";"Zambrana";"%";13,5
2010;"Hombre";"Total";"";"";"Zamudio";"%";8,3
2010;"Hombre";"Total";"";"";"Zaratamo";"%";9,2
2010;"Hombre";"Total";"";"";"Zarautz";"%";9,1
2010;"Hombre";"Total";"";"";"Zeanuri";"%";6,1
2010;"Hombre";"Total";"";"";"Zeberio";"%";5,2
2010;"Hombre";"Total";"";"";"Zegama";"%";10,6
2010;"Hombre";"Total";"";"";"Zerain";"%";5,2
2010;"Hombre";"Total";"";"";"Zestoa";"%";9,8
2010;"Hombre";"Total";"";"";"Zierbena";"%";8
2010;"Hombre";"Total";"";"";"Zigoitia";"%";4,9
2010;"Hombre";"Total";"";"";"Ziortza-Bolibar";"%";10,8
2010;"Hombre";"Total";"";"";"Zizurkil";"%";8,1
2010;"Hombre";"Total";"";"";"Zuia";"%";8,9
2010;"Hombre";"Total";"";"";"Zumaia";"%";8,4
2010;"Hombre";"Total";"";"";"Zumarraga";"%";10,3
2010;"Hombre";"Total";"";"";"Añana (comarca)";"%";10,7
2010;"Hombre";"Total";"";"";"Arabako Errioxa / Rioja Alavesa";"%";13,6
2010;"Hombre";"Total";"";"";"Arabako Kantaurialdea / Cantábrica Alavesa";"%";8,5
2010;"Hombre";"Total";"";"";"Arabako Lautada / Llanada Alavesa";"%";10,7
2010;"Hombre";"Total";"";"";"Arabako Mendialdea / Montaña Alavesa";"%";7,5
2010;"Hombre";"Total";"";"";"Arratia-Nerbioi / Arratia-Nervión";"%";8,3
2010;"Hombre";"Total";"";"";"Bidasoa Beherea / Bajo Bidasoa";"%";11,1
2010;"Hombre";"Total";"";"";"Bilbo Handia / Gran Bilbao";"%";11,3
2010;"Hombre";"Total";"";"";"Debabarrena / Bajo Deba";"%";8,7
2010;"Hombre";"Total";"";"";"Debagoiena / Alto Deba";"%";8,3
2010;"Hombre";"Total";"";"";"Donostialdea";"%";9,4
2010;"Hombre";"Total";"";"";"Durangaldea / Duranguesado";"%";9,5
2010;"Hombre";"Total";"";"";"Enkartazioak / Encartaciones";"%";9,9
2010;"Hombre";"Total";"";"";"Gernika-Bermeo";"%";11,1
2010;"Hombre";"Total";"";"";"Goierri";"%";8,3
2010;"Hombre";"Total";"";"";"Gorbeialdea / Estribaciones del Gorbea";"%";6,7
2010;"Hombre";"Total";"";"";"Markina-Ondarroa";"%";11,5
2010;"Hombre";"Total";"";"";"Plentzia-Mungia";"%";9,2
2010;"Hombre";"Total";"";"";"olosaldea";"%";7,7
2010;"Hombre";"Total";"";"";"Urola Kosta";"%";8,8
2010;"Hombre";"Total";"";"";"Araba/Álava";"%";10
2010;"Hombre";"Total";"";"";"Bizkaia";"%";10,7
2010;"Hombre";"Total";"";"";"Gipuzkoa";"%";7,7
2019;"Hombre";"Total";"";"";"C.A. de Euskadi";"%";9,1
2019;"Hombre";"Total";"";"";"Abadiño";"%";8,1
2019;"Hombre";"Total";"";"";"Abaltzisketa";"%";4,3
2019;"Hombre";"Total";"";"";"Abanto y Ciérvana-Abanto Zierbena";"%";10,7
2019;"Hombre";"Total";"";"";"Aduna";"%";2,1
2019;"Hombre";"Total";"";"";"Agurain/Salvatierra";"%";9,2
2019;"Hombre";"Total";"";"";"Aia";"%";6,1
2019;"Hombre";"Total";"";"";"Aizarnazabal";"%";10,8
2019;"Hombre";"Total";"";"";"Ajangiz";"%";5,1
2019;"Hombre";"Total";"";"";"Albiztur";"%";0
2019;"Hombre";"Total";"";"";"Alegia";"%";6,9
2019;"Hombre";"Total";"";"";"Alegría-Dulantzi";"%";8,7
2019;"Hombre";"Total";"";"";"Alkiza";"%";4,6
2019;"Hombre";"Total";"";"";"Alonsotegi";"%";13,6
2019;"Hombre";"Total";"";"";"Altzaga";"%";4,7
2019;"Hombre";"Total";"";"";"Altzo";"%";4,5
2019;"Hombre";"Total";"";"";"Amezketa";"%";5,6
2019;"Hombre";"Total";"";"";"Amorebieta-Etxano";"%";7,7
2019;"Hombre";"Total";"";"";"Amoroto";"%";5,8
2019;"Hombre";"Total";"";"";"Amurrio";"%";8,7
2019;"Hombre";"Total";"";"";"Andoain";"%";7,4
2019;"Hombre";"Total";"";"";"Anoeta";"%";5,7
2019;"Hombre";"Total";"";"";"Antzuola";"%";3,5
2019;"Hombre";"Total";"";"";"Añana";"%";10,1
2019;"Hombre";"Total";"";"";"Arakaldo";"%";7,7
2019;"Hombre";"Total";"";"";"Arama";"%";7,7
2019;"Hombre";"Total";"";"";"Aramaio";"%";4,1
2019;"Hombre";"Total";"";"";"Arantzazu";"%";4,3
2019;"Hombre";"Total";"";"";"Areatza";"%";6,8
2019;"Hombre";"Total";"";"";"Aretxabaleta";"%";6,7
2019;"Hombre";"Total";"";"";"Armiñón";"%";4,5
2019;"Hombre";"Total";"";"";"Arraia-Maeztu";"%";4,3
2019;"Hombre";"Total";"";"";"Arrankudiaga-Zollo";"%";9,3
2019;"Hombre";"Total";"";"";"Arrasate/Mondragón";"%";9,2
2019;"Hombre";"Total";"";"";"Arratzu";"%";5,3
2019;"Hombre";"Total";"";"";"Arratzua-Ubarrundia";"%";6,1
2019;"Hombre";"Total";"";"";"Arrieta";"%";5,2
2019;"Hombre";"Total";"";"";"Arrigorriaga";"%";8,9
2019;"Hombre";"Total";"";"";"Artea";"%";8,3
2019;"Hombre";"Total";"";"";"Artzentales";"%";12,6
2019;"Hombre";"Total";"";"";"Artziniega";"%";10,2
2019;"Hombre";"Total";"";"";"Asparrena";"%";12,5
2019;"Hombre";"Total";"";"";"Asteasu";"%";4,4
2019;"Hombre";"Total";"";"";"Astigarraga";"%";4,8
2019;"Hombre";"Total";"";"";"Ataun";"%";5
2019;"Hombre";"Total";"";"";"Atxondo";"%";6,6
2019;"Hombre";"Total";"";"";"Aulesti";"%";4
2019;"Hombre";"Total";"";"";"Ayala/Aiara";"%";5,5
2019;"Hombre";"Total";"";"";"Azkoitia";"%";6,6
2019;"Hombre";"Total";"";"";"Azpeitia";"%";6
2019;"Hombre";"Total";"";"";"Bakio";"%";10,3
2019;"Hombre";"Total";"";"";"Baliarrain";"%";0
2019;"Hombre";"Total";"";"";"Balmaseda";"%";12,6
2019;"Hombre";"Total";"";"";"Baños de Ebro/Mañueta";"%";4,1
2019;"Hombre";"Total";"";"";"Barakaldo";"%";11,4
2019;"Hombre";"Total";"";"";"Barrika";"%";11,7
2019;"Hombre";"Total";"";"";"Barrundia";"%";4,2
2019;"Hombre";"Total";"";"";"Basauri";"%";11,1
2019;"Hombre";"Total";"";"";"Beasain";"%";5,9
2019;"Hombre";"Total";"";"";"Bedia";"%";7
2019;"Hombre";"Total";"";"";"Beizama";"%";5
2019;"Hombre";"Total";"";"";"Belauntza";"%";1,6
2019;"Hombre";"Total";"";"";"Berango";"%";7,2
2019;"Hombre";"Total";"";"";"Berantevilla";"%";8
2019;"Hombre";"Total";"";"";"Berastegi";"%";4,5
2019;"Hombre";"Total";"";"";"Bergara";"%";7,4
2019;"Hombre";"Total";"";"";"Bermeo";"%";13,7
2019;"Hombre";"Total";"";"";"Bernedo";"%";6,4
2019;"Hombre";"Total";"";"";"Berriatua";"%";8,2
2019;"Hombre";"Total";"";"";"Berriz";"%";6,5
2019;"Hombre";"Total";"";"";"Berrobi";"%";7,3
2019;"Hombre";"Total";"";"";"Bidania-Goiatz";"%";7,1
2019;"Hombre";"Total";"";"";"Bilbao";"%";12,5
2019;"Hombre";"Total";"";"";"Busturia";"%";10,5
2019;"Hombre";"Total";"";"";"Campezo/Kanpezu";"%";8,6
2019;"Hombre";"Total";"";"";"Deba";"%";6,6
2019;"Hombre";"Total";"";"";"Derio";"%";6,3
2019;"Hombre";"Total";"";"";"Dima";"%";5,6
2019;"Hombre";"Total";"";"";"Donostia / San Sebastián";"%";8,2
2019;"Hombre";"Total";"";"";"Durango";"%";8
2019;"Hombre";"Total";"";"";"Ea";"%";6
2019;"Hombre";"Total";"";"";"Eibar";"%";9,8
2019;"Hombre";"Total";"";"";"Elantxobe";"%";13,8
2019;"Hombre";"Total";"";"";"Elburgo/Burgelu";"%";4,9
2019;"Hombre";"Total";"";"";"Elciego";"%";7,5
2019;"Hombre";"Total";"";"";"Elduain";"%";4,8
2019;"Hombre";"Total";"";"";"Elgeta";"%";6,5
2019;"Hombre";"Total";"";"";"Elgoibar";"%";6,2
2019;"Hombre";"Total";"";"";"Elorrio";"%";7,6
2019;"Hombre";"Total";"";"";"Elvillar/Bilar";"%";3,1
2019;"Hombre";"Total";"";"";"Erandio";"%";10,6
2019;"Hombre";"Total";"";"";"Ereño";"%";7,1
2019;"Hombre";"Total";"";"";"Ermua";"%";9,1
2019;"Hombre";"Total";"";"";"Errenteria";"%";8,6
2019;"Hombre";"Total";"";"";"Errezil";"%";5,2
2019;"Hombre";"Total";"";"";"Erriberagoitia/Ribera Alta";"%";4,1
2019;"Hombre";"Total";"";"";"Errigoiti";"%";6,2
2019;"Hombre";"Total";"";"";"Eskoriatza";"%";6
2019;"Hombre";"Total";"";"";"Etxebarri";"%";6,4
2019;"Hombre";"Total";"";"";"Etxebarria";"%";7,1
2019;"Hombre";"Total";"";"";"Ezkio-Itsaso";"%";5,5
2019;"Hombre";"Total";"";"";"Forua";"%";9,8
2019;"Hombre";"Total";"";"";"Fruiz";"%";7,1
2019;"Hombre";"Total";"";"";"Gabiria";"%";4,1
2019;"Hombre";"Total";"";"";"Gaintza";"%";0
2019;"Hombre";"Total";"";"";"Galdakao";"%";8,3
2019;"Hombre";"Total";"";"";"Galdames";"%";12,7
2019;"Hombre";"Total";"";"";"Gamiz-Fika";"%";7,3
2019;"Hombre";"Total";"";"";"Garai";"%";3,2
2019;"Hombre";"Total";"";"";"Gatika";"%";6,8
2019;"Hombre";"Total";"";"";"Gautegiz Arteaga";"%";10
