Año;Ámbito Territorial;Valor;Magnitud
2003;"Araba/Álava";;"Por 1.000 habitantes"
2003;"C.A. de Euskadi";;"Por 1.000 habitantes"
2003;"Bizkaia";;"Por 1.000 habitantes"
2003;"Gipuzkoa";;"Por 1.000 habitantes"
2003;"Arabako Lautada / Llanada Alavesa";;"Por 1.000 habitantes"
2003;"Arabako Mendialdea / Montaña Alavesa";;"Por 1.000 habitantes"
2003;"Arratia-Nerbioi / Arratia-Nervión";;"Por 1.000 habitantes"
2003;"Bidasoa Beherea / Bajo Bidasoa";;"Por 1.000 habitantes"
2003;"Bilbo Handia / Gran Bilbao";;"Por 1.000 habitantes"
2003;"Debabarrena / Bajo Deba";;"Por 1.000 habitantes"
2003;"Debagoiena / Alto Deba";;"Por 1.000 habitantes"
2003;"Añana (Comarca)";;"Por 1.000 habitantes"
2003;"Donostialdea";;"Por 1.000 habitantes"
2003;"Durangaldea / Duranguesado";;"Por 1.000 habitantes"
2003;"Enkartazioak / Encartaciones";;"Por 1.000 habitantes"
2003;"Arabako Errioxa / Rioja Alavesa";;"Por 1.000 habitantes"
2003;"Gernika-Bermeo";;"Por 1.000 habitantes"
2003;"Goierri";;"Por 1.000 habitantes"
2003;"Gorbeialdea / Estribaciones del Gorbea";;"Por 1.000 habitantes"
2003;"Kantauri Arabarra / Cantábrica Alavesa";;"Por 1.000 habitantes"
2003;"Markina-Ondarroa";;"Por 1.000 habitantes"
2003;"Plentzia-Mungia";;"Por 1.000 habitantes"
2003;"Tolosaldea / Tolosa";;"Por 1.000 habitantes"
2003;"Urola-Kostaldea / Urola Costa";;"Por 1.000 habitantes"
2003;"Abaltzisketa";;"Por 1.000 habitantes"
2003;"Albiztur";;"Por 1.000 habitantes"
2003;"Altzaga";;"Por 1.000 habitantes"
2003;"Altzo";;"Por 1.000 habitantes"
2003;"Amezketa";;"Por 1.000 habitantes"
2003;"Amoroto";;"Por 1.000 habitantes"
2003;"Arama";;"Por 1.000 habitantes"
2003;"Aramaio";;"Por 1.000 habitantes"
2003;"Arratzu";;"Por 1.000 habitantes"
2003;"Añana";;"Por 1.000 habitantes"
2003;"Baliarrain";;"Por 1.000 habitantes"
2003;"Barrika";;"Por 1.000 habitantes"
2003;"Barrundia";;"Por 1.000 habitantes"
2003;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2003;"Beizama";;"Por 1.000 habitantes"
2003;"Belauntza";;"Por 1.000 habitantes"
2003;"Berango";;"Por 1.000 habitantes"
2003;"Berrobi";;"Por 1.000 habitantes"
2003;"Elburgo/Burgelu";;"Por 1.000 habitantes"
2003;"Ereño";;"Por 1.000 habitantes"
2003;"Errigoiti";;"Por 1.000 habitantes"
2003;"Gaintza";;"Por 1.000 habitantes"
2003;"Garai";;"Por 1.000 habitantes"
2003;"Gaztelu";;"Por 1.000 habitantes"
2003;"Gorliz";;"Por 1.000 habitantes"
2003;"Iruraiz-Gauna";;"Por 1.000 habitantes"
2003;"Kortezubi";;"Por 1.000 habitantes"
2003;"Kripan";;"Por 1.000 habitantes"
2003;"Lagrán";;"Por 1.000 habitantes"
2003;"Larraul";;"Por 1.000 habitantes"
2003;"Laukiz";;"Por 1.000 habitantes"
2003;"Lemoiz";;"Por 1.000 habitantes"
2003;"Loiu";;"Por 1.000 habitantes"
2003;"Mañaria";;"Por 1.000 habitantes"
2003;"Mendata";;"Por 1.000 habitantes"
2003;"Meñaka";;"Por 1.000 habitantes"
2003;"Morga";;"Por 1.000 habitantes"
2003;"Mutiloa";;"Por 1.000 habitantes"
2003;"Navaridas";;"Por 1.000 habitantes"
2003;"Orendain";;"Por 1.000 habitantes"
2003;"Orexa";;"Por 1.000 habitantes"
2003;"Plentzia";;"Por 1.000 habitantes"
2003;"Sopela";;"Por 1.000 habitantes"
2003;"Urduliz";;"Por 1.000 habitantes"
2003;"Villabuena de Álava/Eskuernaga";;"Por 1.000 habitantes"
2003;"Yécora/Iekora";;"Por 1.000 habitantes"
2003;"Zalduondo";;"Por 1.000 habitantes"
2003;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2003;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2003;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2003;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2003;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2003;"Enirio-Aralar";;"Por 1.000 habitantes"
2006;"Araba/Álava";;"Por 1.000 habitantes"
2006;"C.A. de Euskadi";;"Por 1.000 habitantes"
2006;"Bizkaia";;"Por 1.000 habitantes"
2006;"Gipuzkoa";;"Por 1.000 habitantes"
2006;"Arabako Lautada / Llanada Alavesa";;"Por 1.000 habitantes"
2006;"Arabako Mendialdea / Montaña Alavesa";;"Por 1.000 habitantes"
2006;"Arratia-Nerbioi / Arratia-Nervión";;"Por 1.000 habitantes"
2006;"Bidasoa Beherea / Bajo Bidasoa";;"Por 1.000 habitantes"
2006;"Bilbo Handia / Gran Bilbao";;"Por 1.000 habitantes"
2006;"Debabarrena / Bajo Deba";;"Por 1.000 habitantes"
2006;"Debagoiena / Alto Deba";;"Por 1.000 habitantes"
2006;"Donostialdea";;"Por 1.000 habitantes"
2006;"Añana (Comarca)";;"Por 1.000 habitantes"
2006;"Durangaldea / Duranguesado";;"Por 1.000 habitantes"
2006;"Enkartazioak / Encartaciones";;"Por 1.000 habitantes"
2006;"Arabako Errioxa / Rioja Alavesa";;"Por 1.000 habitantes"
2006;"Gernika-Bermeo";;"Por 1.000 habitantes"
2006;"Goierri";;"Por 1.000 habitantes"
2006;"Gorbeialdea / Estribaciones del Gorbea";;"Por 1.000 habitantes"
2006;"Kantauri Arabarra / Cantábrica Alavesa";;"Por 1.000 habitantes"
2006;"Markina-Ondarroa";;"Por 1.000 habitantes"
2006;"Plentzia-Mungia";;"Por 1.000 habitantes"
2006;"Tolosaldea / Tolosa";;"Por 1.000 habitantes"
2006;"Urola-Kostaldea / Urola Costa";;"Por 1.000 habitantes"
2006;"Abaltzisketa";;"Por 1.000 habitantes"
2006;"Albiztur";;"Por 1.000 habitantes"
2006;"Altzaga";;"Por 1.000 habitantes"
2006;"Amezketa";;"Por 1.000 habitantes"
2006;"Amoroto";;"Por 1.000 habitantes"
2006;"Arama";;"Por 1.000 habitantes"
2006;"Armiñón";;"Por 1.000 habitantes"
2006;"Arratzu";;"Por 1.000 habitantes"
2006;"Añana";;"Por 1.000 habitantes"
2006;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2006;"Beizama";;"Por 1.000 habitantes"
2006;"Belauntza";;"Por 1.000 habitantes"
2006;"Bernedo";;"Por 1.000 habitantes"
2006;"Berrobi";;"Por 1.000 habitantes"
2006;"Elburgo/Burgelu";;"Por 1.000 habitantes"
2006;"Elvillar/Bilar";;"Por 1.000 habitantes"
2006;"Ereño";;"Por 1.000 habitantes"
2006;"Errigoiti";;"Por 1.000 habitantes"
2006;"Gaintza";;"Por 1.000 habitantes"
2006;"Garai";;"Por 1.000 habitantes"
2006;"Gaztelu";;"Por 1.000 habitantes"
2006;"Harana/Valle de Arana";;"Por 1.000 habitantes"
2006;"Kortezubi";;"Por 1.000 habitantes"
2006;"Kripan";;"Por 1.000 habitantes"
2006;"Kuartango";;"Por 1.000 habitantes"
2006;"Lagrán";;"Por 1.000 habitantes"
2006;"Laukiz";;"Por 1.000 habitantes"
2006;"Leza";;"Por 1.000 habitantes"
2006;"Loiu";;"Por 1.000 habitantes"
2006;"Mañaria";;"Por 1.000 habitantes"
2006;"Mendata";;"Por 1.000 habitantes"
2006;"Meñaka";;"Por 1.000 habitantes"
2006;"Moreda de Álava/Moreda Araba";;"Por 1.000 habitantes"
2006;"Morga";;"Por 1.000 habitantes"
2006;"Mutiloa";;"Por 1.000 habitantes"
2006;"Navaridas";;"Por 1.000 habitantes"
2006;"Orendain";;"Por 1.000 habitantes"
2006;"Orexa";;"Por 1.000 habitantes"
2006;"Peñacerrada-Urizaharra";;"Por 1.000 habitantes"
2006;"Villabuena de Álava/Eskuernaga";;"Por 1.000 habitantes"
2006;"Yécora/Iekora";;"Por 1.000 habitantes"
2006;"Zambrana";;"Por 1.000 habitantes"
2006;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2006;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2006;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2006;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2006;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2006;"Enirio-Aralar";;"Por 1.000 habitantes"
2004;"Araba/Álava";;"Por 1.000 habitantes"
2004;"C.A. de Euskadi";;"Por 1.000 habitantes"
2004;"Bizkaia";;"Por 1.000 habitantes"
2004;"Gipuzkoa";;"Por 1.000 habitantes"
2004;"Arabako Lautada / Llanada Alavesa";;"Por 1.000 habitantes"
2004;"Arabako Mendialdea / Montaña Alavesa";;"Por 1.000 habitantes"
2004;"Arratia-Nerbioi / Arratia-Nervión";;"Por 1.000 habitantes"
2004;"Bidasoa Beherea / Bajo Bidasoa";;"Por 1.000 habitantes"
2004;"Bilbo Handia / Gran Bilbao";;"Por 1.000 habitantes"
2004;"Debabarrena / Bajo Deba";;"Por 1.000 habitantes"
2004;"Debagoiena / Alto Deba";;"Por 1.000 habitantes"
2004;"Añana (Comarca)";;"Por 1.000 habitantes"
2004;"Donostialdea";;"Por 1.000 habitantes"
2004;"Durangaldea / Duranguesado";;"Por 1.000 habitantes"
2004;"Enkartazioak / Encartaciones";;"Por 1.000 habitantes"
2004;"Arabako Errioxa / Rioja Alavesa";;"Por 1.000 habitantes"
2004;"Gernika-Bermeo";;"Por 1.000 habitantes"
2004;"Goierri";;"Por 1.000 habitantes"
2004;"Gorbeialdea / Estribaciones del Gorbea";;"Por 1.000 habitantes"
2004;"Kantauri Arabarra / Cantábrica Alavesa";;"Por 1.000 habitantes"
2004;"Markina-Ondarroa";;"Por 1.000 habitantes"
2004;"Plentzia-Mungia";;"Por 1.000 habitantes"
2004;"Tolosaldea / Tolosa";;"Por 1.000 habitantes"
2004;"Urola-Kostaldea / Urola Costa";;"Por 1.000 habitantes"
2004;"Abaltzisketa";;"Por 1.000 habitantes"
2004;"Albiztur";;"Por 1.000 habitantes"
2004;"Altzaga";;"Por 1.000 habitantes"
2004;"Altzo";;"Por 1.000 habitantes"
2004;"Amezketa";;"Por 1.000 habitantes"
2004;"Amoroto";;"Por 1.000 habitantes"
2004;"Arama";;"Por 1.000 habitantes"
2004;"Aramaio";;"Por 1.000 habitantes"
2004;"Arratzu";;"Por 1.000 habitantes"
2004;"Añana";;"Por 1.000 habitantes"
2004;"Baliarrain";;"Por 1.000 habitantes"
2004;"Barrundia";;"Por 1.000 habitantes"
2004;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2004;"Beizama";;"Por 1.000 habitantes"
2004;"Belauntza";;"Por 1.000 habitantes"
2004;"Berrobi";;"Por 1.000 habitantes"
2004;"Elburgo/Burgelu";;"Por 1.000 habitantes"
2004;"Ereño";;"Por 1.000 habitantes"
2004;"Errigoiti";;"Por 1.000 habitantes"
2004;"Gaintza";;"Por 1.000 habitantes"
2004;"Garai";;"Por 1.000 habitantes"
2004;"Gaztelu";;"Por 1.000 habitantes"
2004;"Iruraiz-Gauna";;"Por 1.000 habitantes"
2004;"Kortezubi";;"Por 1.000 habitantes"
2004;"Kripan";;"Por 1.000 habitantes"
2004;"Lagrán";;"Por 1.000 habitantes"
2004;"Larraul";;"Por 1.000 habitantes"
2004;"Laukiz";;"Por 1.000 habitantes"
2004;"Leaburu";;"Por 1.000 habitantes"
2004;"Loiu";;"Por 1.000 habitantes"
2004;"Mañaria";;"Por 1.000 habitantes"
2004;"Mendata";;"Por 1.000 habitantes"
2004;"Morga";;"Por 1.000 habitantes"
2004;"Mutiloa";;"Por 1.000 habitantes"
2004;"Navaridas";;"Por 1.000 habitantes"
2004;"Orendain";;"Por 1.000 habitantes"
2004;"Orexa";;"Por 1.000 habitantes"
2004;"Villabuena de Álava/Eskuernaga";;"Por 1.000 habitantes"
2004;"Yécora/Iekora";;"Por 1.000 habitantes"
2004;"Zalduondo";;"Por 1.000 habitantes"
2004;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2004;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2004;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2004;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2004;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2004;"Enirio-Aralar";;"Por 1.000 habitantes"
2005;"Araba/Álava";;"Por 1.000 habitantes"
2005;"C.A. de Euskadi";;"Por 1.000 habitantes"
2005;"Bizkaia";;"Por 1.000 habitantes"
2005;"Gipuzkoa";;"Por 1.000 habitantes"
2005;"Arabako Lautada / Llanada Alavesa";;"Por 1.000 habitantes"
2005;"Arabako Mendialdea / Montaña Alavesa";;"Por 1.000 habitantes"
2005;"Arratia-Nerbioi / Arratia-Nervión";;"Por 1.000 habitantes"
2005;"Bidasoa Beherea / Bajo Bidasoa";;"Por 1.000 habitantes"
2005;"Bilbo Handia / Gran Bilbao";;"Por 1.000 habitantes"
2005;"Debabarrena / Bajo Deba";;"Por 1.000 habitantes"
2005;"Debagoiena / Alto Deba";;"Por 1.000 habitantes"
2005;"Añana (Comarca)";;"Por 1.000 habitantes"
2005;"Donostialdea";;"Por 1.000 habitantes"
2005;"Durangaldea / Duranguesado";;"Por 1.000 habitantes"
2005;"Enkartazioak / Encartaciones";;"Por 1.000 habitantes"
2005;"Arabako Errioxa / Rioja Alavesa";;"Por 1.000 habitantes"
2005;"Gernika-Bermeo";;"Por 1.000 habitantes"
2005;"Goierri";;"Por 1.000 habitantes"
2005;"Gorbeialdea / Estribaciones del Gorbea";;"Por 1.000 habitantes"
2005;"Kantauri Arabarra / Cantábrica Alavesa";;"Por 1.000 habitantes"
2005;"Markina-Ondarroa";;"Por 1.000 habitantes"
2005;"Plentzia-Mungia";;"Por 1.000 habitantes"
2005;"Tolosaldea / Tolosa";;"Por 1.000 habitantes"
2005;"Urola-Kostaldea / Urola Costa";;"Por 1.000 habitantes"
2005;"Albiztur";;"Por 1.000 habitantes"
2005;"Altzaga";;"Por 1.000 habitantes"
2005;"Altzo";;"Por 1.000 habitantes"
2005;"Amezketa";;"Por 1.000 habitantes"
2005;"Amoroto";;"Por 1.000 habitantes"
2005;"Arama";;"Por 1.000 habitantes"
2005;"Aramaio";;"Por 1.000 habitantes"
2005;"Arratzu";;"Por 1.000 habitantes"
2005;"Añana";;"Por 1.000 habitantes"
2005;"Baliarrain";;"Por 1.000 habitantes"
2005;"Barrundia";;"Por 1.000 habitantes"
2005;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2005;"Beizama";;"Por 1.000 habitantes"
2005;"Belauntza";;"Por 1.000 habitantes"
2005;"Berrobi";;"Por 1.000 habitantes"
2005;"Elburgo/Burgelu";;"Por 1.000 habitantes"
2005;"Ereño";;"Por 1.000 habitantes"
2005;"Errigoiti";;"Por 1.000 habitantes"
2005;"Gaintza";;"Por 1.000 habitantes"
2005;"Garai";;"Por 1.000 habitantes"
2005;"Gaztelu";;"Por 1.000 habitantes"
2005;"Iruraiz-Gauna";;"Por 1.000 habitantes"
2005;"Kortezubi";;"Por 1.000 habitantes"
2005;"Kripan";;"Por 1.000 habitantes"
2005;"Lagrán";;"Por 1.000 habitantes"
2005;"Laukiz";;"Por 1.000 habitantes"
2005;"Loiu";;"Por 1.000 habitantes"
2005;"Mañaria";;"Por 1.000 habitantes"
2005;"Mendata";;"Por 1.000 habitantes"
2005;"Meñaka";;"Por 1.000 habitantes"
2005;"Morga";;"Por 1.000 habitantes"
2005;"Mutiloa";;"Por 1.000 habitantes"
2005;"Navaridas";;"Por 1.000 habitantes"
2005;"Orendain";;"Por 1.000 habitantes"
2005;"Orexa";;"Por 1.000 habitantes"
2005;"Villabuena de Álava/Eskuernaga";;"Por 1.000 habitantes"
2005;"Yécora/Iekora";;"Por 1.000 habitantes"
2005;"Zalduondo";;"Por 1.000 habitantes"
2005;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2005;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2005;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2005;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2005;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2005;"Enirio-Aralar";;"Por 1.000 habitantes"
2007;"Araba/Álava";;"Por 1.000 habitantes"
2007;"C.A. de Euskadi";;"Por 1.000 habitantes"
2007;"Bizkaia";;"Por 1.000 habitantes"
2007;"Gipuzkoa";;"Por 1.000 habitantes"
2007;"Arabako Lautada / Llanada Alavesa";;"Por 1.000 habitantes"
2007;"Arabako Mendialdea / Montaña Alavesa";;"Por 1.000 habitantes"
2007;"Arratia-Nerbioi / Arratia-Nervión";;"Por 1.000 habitantes"
2007;"Bidasoa Beherea / Bajo Bidasoa";;"Por 1.000 habitantes"
2007;"Bilbo Handia / Gran Bilbao";;"Por 1.000 habitantes"
2007;"Debabarrena / Bajo Deba";;"Por 1.000 habitantes"
2007;"Debagoiena / Alto Deba";;"Por 1.000 habitantes"
2007;"Donostialdea";;"Por 1.000 habitantes"
2007;"Añana (Comarca)";;"Por 1.000 habitantes"
2007;"Durangaldea / Duranguesado";;"Por 1.000 habitantes"
2007;"Enkartazioak / Encartaciones";;"Por 1.000 habitantes"
2007;"Arabako Errioxa / Rioja Alavesa";;"Por 1.000 habitantes"
2007;"Gernika-Bermeo";;"Por 1.000 habitantes"
2007;"Goierri";;"Por 1.000 habitantes"
2007;"Gorbeialdea / Estribaciones del Gorbea";;"Por 1.000 habitantes"
2007;"Kantauri Arabarra / Cantábrica Alavesa";;"Por 1.000 habitantes"
2007;"Markina-Ondarroa";;"Por 1.000 habitantes"
2007;"Plentzia-Mungia";;"Por 1.000 habitantes"
2007;"Tolosaldea / Tolosa";;"Por 1.000 habitantes"
2007;"Urola-Kostaldea / Urola Costa";;"Por 1.000 habitantes"
2007;"Abaltzisketa";;"Por 1.000 habitantes"
2007;"Ajangiz";;"Por 1.000 habitantes"
2007;"Albiztur";;"Por 1.000 habitantes"
2007;"Amoroto";;"Por 1.000 habitantes"
2007;"Arakaldo";;"Por 1.000 habitantes"
2007;"Arama";;"Por 1.000 habitantes"
2007;"Armiñón";;"Por 1.000 habitantes"
2007;"Añana";;"Por 1.000 habitantes"
2007;"Barrundia";;"Por 1.000 habitantes"
2007;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2007;"Beizama";;"Por 1.000 habitantes"
2007;"Belauntza";;"Por 1.000 habitantes"
2007;"Bernedo";;"Por 1.000 habitantes"
2007;"Berriatua";;"Por 1.000 habitantes"
2007;"Elburgo/Burgelu";;"Por 1.000 habitantes"
2007;"Elvillar/Bilar";;"Por 1.000 habitantes"
2007;"Ereño";;"Por 1.000 habitantes"
2007;"Etxebarria";;"Por 1.000 habitantes"
2007;"Gaintza";;"Por 1.000 habitantes"
2007;"Gaztelu";;"Por 1.000 habitantes"
2007;"Harana/Valle de Arana";;"Por 1.000 habitantes"
2007;"Kortezubi";;"Por 1.000 habitantes"
2007;"Kripan";;"Por 1.000 habitantes"
2007;"Kuartango";;"Por 1.000 habitantes"
2007;"Lagrán";;"Por 1.000 habitantes"
2007;"Laukiz";;"Por 1.000 habitantes"
2007;"Meñaka";;"Por 1.000 habitantes"
2007;"Moreda de Álava/Moreda Araba";;"Por 1.000 habitantes"
2007;"Morga";;"Por 1.000 habitantes"
2007;"Mutiloa";;"Por 1.000 habitantes"
2007;"Navaridas";;"Por 1.000 habitantes"
2007;"Orendain";;"Por 1.000 habitantes"
2007;"Orexa";;"Por 1.000 habitantes"
2007;"Peñacerrada-Urizaharra";;"Por 1.000 habitantes"
2007;"Villabuena de Álava/Eskuernaga";;"Por 1.000 habitantes"
2007;"Yécora/Iekora";;"Por 1.000 habitantes"
2007;"Zerain";;"Por 1.000 habitantes"
2007;"Ziortza-Bolibar";;"Por 1.000 habitantes"
2007;"Entzia-Iturrieta";;"Por 1.000 habitantes"
2007;"Limitadua/El Limitado";;"Por 1.000 habitantes"
2007;"Badaiako mankomunitatea/Mancomunidad de Badaia";;"Por 1.000 habitantes"
2007;"Gipuzkoako eta Arabako Partzuergo Nagusia/Parzonería General de Gipuzkoa y Álava";;"Por 1.000 habitantes"
2007;"Gipuzkoako Partzuergo Txikia/Parzonería Menor de Gipuzkoa";;"Por 1.000 habitantes"
2007;"Enirio-Aralar";;"Por 1.000 habitantes"
2022;"Abaltzisketa";;"Por 1.000 habitantes"
2009;"Abaltzisketa";;"Por 1.000 habitantes"
2008;"Abaltzisketa";;"Por 1.000 habitantes"
2024;"Aduna";;"Por 1.000 habitantes"
2022;"Aduna";;"Por 1.000 habitantes"
2020;"Aduna";;"Por 1.000 habitantes"
2010;"Aduna";;"Por 1.000 habitantes"
2024;"Ajangiz";;"Por 1.000 habitantes"
2023;"Ajangiz";;"Por 1.000 habitantes"
2022;"Ajangiz";;"Por 1.000 habitantes"
2021;"Ajangiz";;"Por 1.000 habitantes"
2020;"Ajangiz";;"Por 1.000 habitantes"
2019;"Ajangiz";;"Por 1.000 habitantes"
2016;"Ajangiz";;"Por 1.000 habitantes"
2015;"Ajangiz";;"Por 1.000 habitantes"
2014;"Ajangiz";;"Por 1.000 habitantes"
2013;"Ajangiz";;"Por 1.000 habitantes"
2012;"Ajangiz";;"Por 1.000 habitantes"
2011;"Ajangiz";;"Por 1.000 habitantes"
2010;"Ajangiz";;"Por 1.000 habitantes"
2009;"Ajangiz";;"Por 1.000 habitantes"
2008;"Ajangiz";;"Por 1.000 habitantes"
2017;"Albiztur";;"Por 1.000 habitantes"
2015;"Albiztur";;"Por 1.000 habitantes"
2008;"Albiztur";;"Por 1.000 habitantes"
2013;"Alegia";;"Por 1.000 habitantes"
2013;"Altzo";;"Por 1.000 habitantes"
2013;"Amorebieta-Etxano";;"Por 1.000 habitantes"
2012;"Amorebieta-Etxano";;"Por 1.000 habitantes"
2010;"Amorebieta-Etxano";;"Por 1.000 habitantes"
2009;"Amorebieta-Etxano";;"Por 1.000 habitantes"
2021;"Amoroto";;"Por 1.000 habitantes"
2018;"Amoroto";;"Por 1.000 habitantes"
2017;"Amoroto";;"Por 1.000 habitantes"
2016;"Amoroto";;"Por 1.000 habitantes"
2015;"Amoroto";;"Por 1.000 habitantes"
2014;"Amoroto";;"Por 1.000 habitantes"
2013;"Amoroto";;"Por 1.000 habitantes"
2008;"Amoroto";;"Por 1.000 habitantes"
2015;"Amurrio";;"Por 1.000 habitantes"
2014;"Amurrio";;"Por 1.000 habitantes"
2013;"Amurrio";;"Por 1.000 habitantes"
2020;"Arakaldo";;"Por 1.000 habitantes"
2019;"Arakaldo";;"Por 1.000 habitantes"
2017;"Arakaldo";;"Por 1.000 habitantes"
2016;"Arakaldo";;"Por 1.000 habitantes"
2015;"Arakaldo";;"Por 1.000 habitantes"
2014;"Arakaldo";;"Por 1.000 habitantes"
2013;"Arakaldo";;"Por 1.000 habitantes"
2010;"Arakaldo";;"Por 1.000 habitantes"
2009;"Arakaldo";;"Por 1.000 habitantes"
2008;"Arakaldo";;"Por 1.000 habitantes"
2024;"Arama";;"Por 1.000 habitantes"
2023;"Arama";;"Por 1.000 habitantes"
2019;"Arama";;"Por 1.000 habitantes"
2018;"Arama";;"Por 1.000 habitantes"
2017;"Arama";;"Por 1.000 habitantes"
2016;"Arama";;"Por 1.000 habitantes"
2014;"Arama";;"Por 1.000 habitantes"
2012;"Arama";;"Por 1.000 habitantes"
2011;"Arama";;"Por 1.000 habitantes"
2010;"Arama";;"Por 1.000 habitantes"
2009;"Arama";;"Por 1.000 habitantes"
2008;"Arama";;"Por 1.000 habitantes"
2024;"Armiñón";;"Por 1.000 habitantes"
2023;"Armiñón";;"Por 1.000 habitantes"
2021;"Armiñón";;"Por 1.000 habitantes"
2020;"Armiñón";;"Por 1.000 habitantes"
2019;"Armiñón";;"Por 1.000 habitantes"
2018;"Armiñón";;"Por 1.000 habitantes"
2014;"Armiñón";;"Por 1.000 habitantes"
2013;"Armiñón";;"Por 1.000 habitantes"
2012;"Armiñón";;"Por 1.000 habitantes"
2011;"Armiñón";;"Por 1.000 habitantes"
2010;"Armiñón";;"Por 1.000 habitantes"
2009;"Armiñón";;"Por 1.000 habitantes"
2008;"Armiñón";;"Por 1.000 habitantes"
2022;"Arraia-Maeztu";;"Por 1.000 habitantes"
2014;"Arraia-Maeztu";;"Por 1.000 habitantes"
2010;"Arrieta";;"Por 1.000 habitantes"
2014;"Artea";;"Por 1.000 habitantes"
2013;"Artea";;"Por 1.000 habitantes"
2012;"Artea";;"Por 1.000 habitantes"
2010;"Ataun";;"Por 1.000 habitantes"
2009;"Ataun";;"Por 1.000 habitantes"
2017;"Aulesti";;"Por 1.000 habitantes"
2016;"Aulesti";;"Por 1.000 habitantes"
2015;"Aulesti";;"Por 1.000 habitantes"
2014;"Aulesti";;"Por 1.000 habitantes"
2022;"Añana";;"Por 1.000 habitantes"
2019;"Añana";;"Por 1.000 habitantes"
2016;"Añana";;"Por 1.000 habitantes"
2015;"Añana";;"Por 1.000 habitantes"
2014;"Añana";;"Por 1.000 habitantes"
2011;"Añana";;"Por 1.000 habitantes"
2010;"Añana";;"Por 1.000 habitantes"
2009;"Añana";;"Por 1.000 habitantes"
2008;"Añana";;"Por 1.000 habitantes"
2009;"Barakaldo";;"Por 1.000 habitantes"
2013;"Basauri";;"Por 1.000 habitantes"
2012;"Basauri";;"Por 1.000 habitantes"
2011;"Basauri";;"Por 1.000 habitantes"
2021;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2020;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2019;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2018;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2017;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2014;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2012;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2011;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2010;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2009;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2008;"Baños de Ebro/Mañueta";;"Por 1.000 habitantes"
2016;"Beizama";;"Por 1.000 habitantes"
2015;"Beizama";;"Por 1.000 habitantes"
2014;"Beizama";;"Por 1.000 habitantes"
2013;"Beizama";;"Por 1.000 habitantes"
2012;"Beizama";;"Por 1.000 habitantes"
2011;"Beizama";;"Por 1.000 habitantes"
2008;"Beizama";;"Por 1.000 habitantes"
2008;"Belauntza";;"Por 1.000 habitantes"
2013;"Berantevilla";;"Por 1.000 habitantes"
2012;"Berantevilla";;"Por 1.000 habitantes"
2010;"Berantevilla";;"Por 1.000 habitantes"
2008;"Berantevilla";;"Por 1.000 habitantes"
2008;"Berriatua";;"Por 1.000 habitantes"
2015;"Berriz";;"Por 1.000 habitantes"
2015;"Deba";;"Por 1.000 habitantes"
2014;"Deba";;"Por 1.000 habitantes"
2013;"Deba";;"Por 1.000 habitantes"
