Año;Ámbito Territorial;Valor;Magnitud
2019;"Okondo";7,43;"Por 1.000 habitantes"
2019;"Olaberria";4,37;"Por 1.000 habitantes"
2019;"Ondarroa";9,67;"Por 1.000 habitantes"
2019;"Ordizia";11,28;"Por 1.000 habitantes"
2019;"Orendain";9,66;"Por 1.000 habitantes"
2019;"Orio";4,26;"Por 1.000 habitantes"
2019;"Ormaiztegi";8,55;"Por 1.000 habitantes"
2019;"Orozko";8,39;"Por 1.000 habitantes"
2019;"Ortuella";18,37;"Por 1.000 habitantes"
2019;"Otxandio";10,4;"Por 1.000 habitantes"
2019;"Oyón-Oion";10,83;"Por 1.000 habitantes"
2019;"Oñati";6,48;"Por 1.000 habitantes"
2019;"Pasaia";20,7;"Por 1.000 habitantes"
2019;"Peñacerrada-Urizaharra";13,89;"Por 1.000 habitantes"
2019;"Plentzia";3,88;"Por 1.000 habitantes"
2019;"Portugalete";11,7;"Por 1.000 habitantes"
2019;"Ribera Baja/Erriberabeitia";3,8;"Por 1.000 habitantes"
2019;"Agurain/Salvatierra";18,22;"Por 1.000 habitantes"
2019;"Samaniego";4,17;"Por 1.000 habitantes"
2019;"San Millán/Donemiliaga";1,37;"Por 1.000 habitantes"
2019;"Santurtzi";16,37;"Por 1.000 habitantes"
2019;"Segura";5,89;"Por 1.000 habitantes"
2019;"Sestao";25,52;"Por 1.000 habitantes"
2019;"Sondika";9,97;"Por 1.000 habitantes"
2019;"Sopela";6,05;"Por 1.000 habitantes"
2019;"Sopuerta";12,05;"Por 1.000 habitantes"
2019;"Soraluze-Placencia de las Armas";24,01;"Por 1.000 habitantes"
2019;"Sukarrieta";8,96;"Por 1.000 habitantes"
2019;"Tolosa";7,76;"Por 1.000 habitantes"
2019;"Trucios-Turtzioz";15,5;"Por 1.000 habitantes"
2019;"Ubide";5,59;"Por 1.000 habitantes"
2019;"Ugao-Miraballes";13,87;"Por 1.000 habitantes"
2019;"Urduliz";5,68;"Por 1.000 habitantes"
2019;"Urduña/Orduña";16,93;"Por 1.000 habitantes"
2019;"Urkabustaiz";11,78;"Por 1.000 habitantes"
2019;"Urnieta";10,97;"Por 1.000 habitantes"
2019;"Urretxu";9,39;"Por 1.000 habitantes"
2019;"Usansolo";8,93;"Por 1.000 habitantes"
2019;"Usurbil";6,34;"Por 1.000 habitantes"
2019;"Valdegovía/Gaubea";2,81;"Por 1.000 habitantes"
2019;"Valle de Trápaga-Trapagaran";12,47;"Por 1.000 habitantes"
2019;"Villabona";8,29;"Por 1.000 habitantes"
2019;"Villabuena de Álava/Eskuernaga";3,41;"Por 1.000 habitantes"
2019;"Vitoria-Gasteiz";14,33;"Por 1.000 habitantes"
2019;"Yécora/Iekora";3,82;"Por 1.000 habitantes"
2019;"Zaldibar";10,82;"Por 1.000 habitantes"
2019;"Zaldibia";8,52;"Por 1.000 habitantes"
2019;"Zalla";19,79;"Por 1.000 habitantes"
2019;"Zambrana";2,27;"Por 1.000 habitantes"
2019;"Zamudio";17,91;"Por 1.000 habitantes"
2019;"Zaratamo";12,2;"Por 1.000 habitantes"
2019;"Zarautz";5,4;"Por 1.000 habitantes"
2019;"Zeanuri";5,57;"Por 1.000 habitantes"
2019;"Zeberio";6,51;"Por 1.000 habitantes"
2019;"Zegama";3,27;"Por 1.000 habitantes"
2019;"Zestoa";12,94;"Por 1.000 habitantes"
2019;"Zierbena";9,94;"Por 1.000 habitantes"
2019;"Zigoitia";0,58;"Por 1.000 habitantes"
2019;"Ziortza-Bolibar";2,25;"Por 1.000 habitantes"
2019;"Zizurkil";9,23;"Por 1.000 habitantes"
2019;"Zuia";2,96;"Por 1.000 habitantes"
2019;"Zumaia";5,39;"Por 1.000 habitantes"
2019;"Zumarraga";12,46;"Por 1.000 habitantes"
2022;"Araba/Álava";12,64;"Por 1.000 habitantes"
2022;"C.A. de Euskadi";13,01;"Por 1.000 habitantes"
2022;"Bizkaia";14,16;"Por 1.000 habitantes"
2022;"Gipuzkoa";11,36;"Por 1.000 habitantes"
2022;"Arabako Lautada / Llanada Alavesa";13,86;"Por 1.000 habitantes"
2022;"Arabako Mendialdea / Montaña Alavesa";3,72;"Por 1.000 habitantes"
2022;"Arratia-Nerbioi / Arratia-Nervión";12,19;"Por 1.000 habitantes"
2022;"Bidasoa Beherea / Bajo Bidasoa";8,51;"Por 1.000 habitantes"
2022;"Bilbo Handia / Gran Bilbao";15,58;"Por 1.000 habitantes"
2022;"Debabarrena / Bajo Deba";13,33;"Por 1.000 habitantes"
2022;"Debagoiena / Alto Deba";7,94;"Por 1.000 habitantes"
2022;"Donostialdea";13,56;"Por 1.000 habitantes"
2022;"Añana (Comarca)";3,48;"Por 1.000 habitantes"
2022;"Durangaldea / Duranguesado";10,04;"Por 1.000 habitantes"
2022;"Enkartazioak / Encartaciones";18;"Por 1.000 habitantes"
2022;"Arabako Errioxa / Rioja Alavesa";7,58;"Por 1.000 habitantes"
2022;"Gernika-Bermeo";5,93;"Por 1.000 habitantes"
2022;"Goierri";8,9;"Por 1.000 habitantes"
2022;"Gorbeialdea / Estribaciones del Gorbea";6,44;"Por 1.000 habitantes"
2022;"Kantauri Arabarra / Cantábrica Alavesa";9,14;"Por 1.000 habitantes"
2022;"Markina-Ondarroa";12,37;"Por 1.000 habitantes"
2022;"Plentzia-Mungia";6,62;"Por 1.000 habitantes"
2022;"Tolosaldea / Tolosa";9,9;"Por 1.000 habitantes"
2022;"Urola-Kostaldea / Urola Costa";9,24;"Por 1.000 habitantes"
2022;"Abadiño";8,28;"Por 1.000 habitantes"
2022;"Abanto y Ciérvana-Abanto Zierbena";20,96;"Por 1.000 habitantes"
2022;"Aia";7,64;"Por 1.000 habitantes"
2022;"Aizarnazabal";3,99;"Por 1.000 habitantes"
2022;"Albiztur";13,07;"Por 1.000 habitantes"
2022;"Alegia";19,39;"Por 1.000 habitantes"
2022;"Alegría-Dulantzi";13,56;"Por 1.000 habitantes"
2022;"Alkiza";2,86;"Por 1.000 habitantes"
2022;"Alonsotegi";18,58;"Por 1.000 habitantes"
2022;"Altzaga";5,92;"Por 1.000 habitantes"
2022;"Altzo";12,89;"Por 1.000 habitantes"
2022;"Amezketa";15,12;"Por 1.000 habitantes"
2022;"Amorebieta-Etxano";9,16;"Por 1.000 habitantes"
2022;"Amoroto";2,58;"Por 1.000 habitantes"
2022;"Amurrio";10,69;"Por 1.000 habitantes"
2022;"Andoain";4,2;"Por 1.000 habitantes"
2022;"Anoeta";7,58;"Por 1.000 habitantes"
2022;"Antzuola";8,87;"Por 1.000 habitantes"
2022;"Arakaldo";5,75;"Por 1.000 habitantes"
2022;"Arama";5,08;"Por 1.000 habitantes"
2022;"Aramaio";4,81;"Por 1.000 habitantes"
2022;"Arantzazu";7,21;"Por 1.000 habitantes"
2022;"Areatza";14,59;"Por 1.000 habitantes"
2022;"Aretxabaleta";5,61;"Por 1.000 habitantes"
2022;"Armiñón";4,41;"Por 1.000 habitantes"
2022;"Arrankudiaga-Zollo";2,95;"Por 1.000 habitantes"
2022;"Arrasate/Mondragón";9,88;"Por 1.000 habitantes"
2022;"Arratzu";2,37;"Por 1.000 habitantes"
2022;"Arratzua-Ubarrundia";1,86;"Por 1.000 habitantes"
2022;"Arrieta";1,76;"Por 1.000 habitantes"
2022;"Arrigorriaga";16,05;"Por 1.000 habitantes"
2022;"Artea";11,87;"Por 1.000 habitantes"
2022;"Artzentales";11,25;"Por 1.000 habitantes"
2022;"Artziniega";11,73;"Por 1.000 habitantes"
2022;"Asparrena";21,25;"Por 1.000 habitantes"
2022;"Asteasu";3,95;"Por 1.000 habitantes"
2022;"Astigarraga";7,56;"Por 1.000 habitantes"
2022;"Ataun";6,5;"Por 1.000 habitantes"
2022;"Atxondo";8,73;"Por 1.000 habitantes"
2022;"Aulesti";3,07;"Por 1.000 habitantes"
2022;"Ayala/Aiara";2,77;"Por 1.000 habitantes"
2022;"Azkoitia";8,97;"Por 1.000 habitantes"
2022;"Azpeitia";15,09;"Por 1.000 habitantes"
2022;"Bakio";5,68;"Por 1.000 habitantes"
2022;"Baliarrain";12,9;"Por 1.000 habitantes"
2022;"Balmaseda";21,63;"Por 1.000 habitantes"
2022;"Barakaldo";18,63;"Por 1.000 habitantes"
2022;"Barrika";3,79;"Por 1.000 habitantes"
2022;"Barrundia";3,22;"Por 1.000 habitantes"
2022;"Basauri";14,53;"Por 1.000 habitantes"
2022;"Baños de Ebro/Mañueta";3,14;"Por 1.000 habitantes"
2022;"Beasain";8,04;"Por 1.000 habitantes"
2022;"Bedia";9,95;"Por 1.000 habitantes"
2022;"Beizama";18,18;"Por 1.000 habitantes"
2022;"Belauntza";13,51;"Por 1.000 habitantes"
2022;"Berango";6,34;"Por 1.000 habitantes"
2022;"Berantevilla";5,98;"Por 1.000 habitantes"
2022;"Berastegi";2,81;"Por 1.000 habitantes"
2022;"Bergara";5,97;"Por 1.000 habitantes"
2022;"Bermeo";0,06;"Por 1.000 habitantes"
2022;"Bernedo";1,8;"Por 1.000 habitantes"
2022;"Berriatua";8,97;"Por 1.000 habitantes"
2022;"Berriz";13,89;"Por 1.000 habitantes"
2022;"Berrobi";28,48;"Por 1.000 habitantes"
2022;"Bidania-Goiatz";5,61;"Por 1.000 habitantes"
2022;"Bilbao";16,65;"Por 1.000 habitantes"
2022;"Busturia";13,25;"Por 1.000 habitantes"
2022;"Campezo/Kanpezu";6,25;"Por 1.000 habitantes"
2022;"Deba";3,72;"Por 1.000 habitantes"
2022;"Derio";8,07;"Por 1.000 habitantes"
2022;"Dima";4,06;"Por 1.000 habitantes"
2022;"Donostia / San Sebastián";15,69;"Por 1.000 habitantes"
2022;"Durango";8,92;"Por 1.000 habitantes"
2022;"Ea";10,54;"Por 1.000 habitantes"
2022;"Eibar";15,36;"Por 1.000 habitantes"
2022;"Elantxobe";8,5;"Por 1.000 habitantes"
2022;"Elburgo/Burgelu";3,06;"Por 1.000 habitantes"
2022;"Elciego";0,99;"Por 1.000 habitantes"
2022;"Elduain";4,2;"Por 1.000 habitantes"
2022;"Elgeta";10,01;"Por 1.000 habitantes"
2022;"Elgoibar";11,22;"Por 1.000 habitantes"
2022;"Elorrio";6,09;"Por 1.000 habitantes"
2022;"Elvillar/Bilar";12,05;"Por 1.000 habitantes"
2022;"Erandio";12,97;"Por 1.000 habitantes"
2022;"Ereño";7,07;"Por 1.000 habitantes"
2022;"Ermua";13,24;"Por 1.000 habitantes"
2022;"Errenteria";13,89;"Por 1.000 habitantes"
2022;"Errezil";5,19;"Por 1.000 habitantes"
2022;"Errigoiti";5,92;"Por 1.000 habitantes"
2022;"Eskoriatza";9,1;"Por 1.000 habitantes"
2022;"Etxebarri";9,86;"Por 1.000 habitantes"
2022;"Etxebarria";14,29;"Por 1.000 habitantes"
2022;"Ezkio-Itsaso";9,51;"Por 1.000 habitantes"
2022;"Forua";14,05;"Por 1.000 habitantes"
2022;"Fruiz";5,45;"Por 1.000 habitantes"
2022;"Gabiria";3,79;"Por 1.000 habitantes"
2022;"Gaintza";7,87;"Por 1.000 habitantes"
2022;"Galdakao";9,58;"Por 1.000 habitantes"
2022;"Galdames";15,55;"Por 1.000 habitantes"
2022;"Gamiz-Fika";0,72;"Por 1.000 habitantes"
2022;"Garai";3,1;"Por 1.000 habitantes"
2022;"Gatika";6,13;"Por 1.000 habitantes"
2022;"Gautegiz Arteaga";1,11;"Por 1.000 habitantes"
2022;"Gaztelu";16,85;"Por 1.000 habitantes"
2022;"Gernika-Lumo";11;"Por 1.000 habitantes"
2022;"Getaria";5,21;"Por 1.000 habitantes"
2022;"Getxo";9,8;"Por 1.000 habitantes"
2022;"Gordexola";15,39;"Por 1.000 habitantes"
2022;"Gorliz";6,9;"Por 1.000 habitantes"
2022;"Güeñes";18,49;"Por 1.000 habitantes"
2022;"Hernani";10,98;"Por 1.000 habitantes"
2022;"Hernialde";6,37;"Por 1.000 habitantes"
2022;"Hondarribia";5,69;"Por 1.000 habitantes"
2022;"Ibarra";7,81;"Por 1.000 habitantes"
2022;"Ibarrangelu";5,69;"Por 1.000 habitantes"
2022;"Idiazabal";8,6;"Por 1.000 habitantes"
2022;"Igorre";13,03;"Por 1.000 habitantes"
2022;"Ikaztegieta";23,11;"Por 1.000 habitantes"
2022;"Irun";9,3;"Por 1.000 habitantes"
2022;"Irura";9,2;"Por 1.000 habitantes"
2022;"Iruña Oka/Iruña de Oca";6,61;"Por 1.000 habitantes"
2022;"Ispaster";4,06;"Por 1.000 habitantes"
2022;"Itsasondo";21,08;"Por 1.000 habitantes"
2022;"Iurreta";10,95;"Por 1.000 habitantes"
2022;"Izurtza";4,27;"Por 1.000 habitantes"
2022;"Karrantza Harana/Valle de Carranza";10,97;"Por 1.000 habitantes"
2022;"Kortezubi";4,43;"Por 1.000 habitantes"
2022;"Kuartango";2,53;"Por 1.000 habitantes"
2022;"Labastida/Bastida";9,85;"Por 1.000 habitantes"
2022;"Laguardia";6,44;"Por 1.000 habitantes"
2022;"Lanciego/Lantziego";5,23;"Por 1.000 habitantes"
2022;"Lanestosa";17,92;"Por 1.000 habitantes"
2022;"Lantarón";1,01;"Por 1.000 habitantes"
2022;"Lapuebla de Labarca";5,75;"Por 1.000 habitantes"
2022;"Larrabetzu";10,08;"Por 1.000 habitantes"
2022;"Lasarte-Oria";7,42;"Por 1.000 habitantes"
2022;"Laudio/Llodio";9,32;"Por 1.000 habitantes"
2022;"Lazkao";5,87;"Por 1.000 habitantes"
2022;"Leaburu";21,16;"Por 1.000 habitantes"
2022;"Legazpi";5,91;"Por 1.000 habitantes"
2022;"Legorreta";9,38;"Por 1.000 habitantes"
2022;"Legutio";12,3;"Por 1.000 habitantes"
2022;"Leioa";10,34;"Por 1.000 habitantes"
2022;"Lekeitio";11,92;"Por 1.000 habitantes"
2022;"Lemoa";16,48;"Por 1.000 habitantes"
2022;"Lemoiz";5,97;"Por 1.000 habitantes"
2022;"Leza";9,13;"Por 1.000 habitantes"
2022;"Lezama";8,3;"Por 1.000 habitantes"
2022;"Lezo";11,59;"Por 1.000 habitantes"
2022;"Lizartza";18,35;"Por 1.000 habitantes"
2022;"Loiu";6,36;"Por 1.000 habitantes"
2022;"Mallabia";9,33;"Por 1.000 habitantes"
2022;"Markina-Xemein";17,53;"Por 1.000 habitantes"
2022;"Maruri-Jatabe";0,98;"Por 1.000 habitantes"
2022;"Mañaria";5,68;"Por 1.000 habitantes"
2022;"Mendaro";12,91;"Por 1.000 habitantes"
2022;"Mendata";4,88;"Por 1.000 habitantes"
2022;"Mendexa";11,11;"Por 1.000 habitantes"
2022;"Meñaka";1,35;"Por 1.000 habitantes"
2022;"Moreda de Álava/Moreda Araba";7,78;"Por 1.000 habitantes"
2022;"Morga";2,34;"Por 1.000 habitantes"
2022;"Mundaka";5,87;"Por 1.000 habitantes"
2022;"Mungia";8,38;"Por 1.000 habitantes"
2022;"Munitibar-Arbatzegi Gerrikaitz";12,82;"Por 1.000 habitantes"
2022;"Murueta";6,1;"Por 1.000 habitantes"
2022;"Muskiz";21,28;"Por 1.000 habitantes"
2022;"Mutriku";7,29;"Por 1.000 habitantes"
2022;"Muxika";7,36;"Por 1.000 habitantes"
2022;"Nabarniz";3,83;"Por 1.000 habitantes"
2022;"Oiartzun";5,7;"Por 1.000 habitantes"
2022;"Okondo";4,28;"Por 1.000 habitantes"
2022;"Olaberria";9,72;"Por 1.000 habitantes"
2022;"Ondarroa";12,75;"Por 1.000 habitantes"
2022;"Ordizia";11,07;"Por 1.000 habitantes"
2022;"Orexa";9,52;"Por 1.000 habitantes"
2022;"Orio";11,8;"Por 1.000 habitantes"
2022;"Ormaiztegi";12,93;"Por 1.000 habitantes"
2022;"Orozko";9,49;"Por 1.000 habitantes"
2022;"Ortuella";20,65;"Por 1.000 habitantes"
2022;"Otxandio";8,38;"Por 1.000 habitantes"
2022;"Oyón-Oion";10,69;"Por 1.000 habitantes"
2022;"Oñati";7,58;"Por 1.000 habitantes"
2022;"Pasaia";19,42;"Por 1.000 habitantes"
2022;"Peñacerrada-Urizaharra";12,2;"Por 1.000 habitantes"
2022;"Plentzia";5,15;"Por 1.000 habitantes"
2022;"Portugalete";13,44;"Por 1.000 habitantes"
2022;"Ribera Baja/Erriberabeitia";4,45;"Por 1.000 habitantes"
2022;"Agurain/Salvatierra";11,82;"Por 1.000 habitantes"
2022;"Samaniego";6,73;"Por 1.000 habitantes"
2022;"San Millán/Donemiliaga";1,37;"Por 1.000 habitantes"
2022;"Santurtzi";17,66;"Por 1.000 habitantes"
2022;"Sestao";27,84;"Por 1.000 habitantes"
2022;"Sondika";10,89;"Por 1.000 habitantes"
2022;"Sopela";6,99;"Por 1.000 habitantes"
2022;"Sopuerta";10,71;"Por 1.000 habitantes"
2022;"Soraluze-Placencia de las Armas";27,93;"Por 1.000 habitantes"
2022;"Sukarrieta";2,72;"Por 1.000 habitantes"
2022;"Tolosa";10,09;"Por 1.000 habitantes"
2022;"Trucios-Turtzioz";15,15;"Por 1.000 habitantes"
2022;"Ugao-Miraballes";14,56;"Por 1.000 habitantes"
2022;"Urduliz";7,96;"Por 1.000 habitantes"
2022;"Urduña/Orduña";20;"Por 1.000 habitantes"
2022;"Urkabustaiz";13,01;"Por 1.000 habitantes"
2022;"Urnieta";13,45;"Por 1.000 habitantes"
2022;"Urretxu";9,41;"Por 1.000 habitantes"
2022;"Usansolo";9,58;"Por 1.000 habitantes"
2022;"Usurbil";5,91;"Por 1.000 habitantes"
2022;"Valdegovía/Gaubea";6,93;"Por 1.000 habitantes"
2022;"Valle de Trápaga-Trapagaran";14,8;"Por 1.000 habitantes"
2022;"Villabona";8,57;"Por 1.000 habitantes"
2022;"Villabuena de Álava/Eskuernaga";6,8;"Por 1.000 habitantes"
2022;"Vitoria-Gasteiz";14,16;"Por 1.000 habitantes"
2022;"Yécora/Iekora";8,1;"Por 1.000 habitantes"
2022;"Zaldibar";12,62;"Por 1.000 habitantes"
2022;"Zaldibia";11,18;"Por 1.000 habitantes"
2022;"Zalla";20,5;"Por 1.000 habitantes"
2022;"Zambrana";2,33;"Por 1.000 habitantes"
2022;"Zamudio";20,23;"Por 1.000 habitantes"
2022;"Zaratamo";16,08;"Por 1.000 habitantes"
2022;"Zarautz";6,02;"Por 1.000 habitantes"
2022;"Zeanuri";7,21;"Por 1.000 habitantes"
2022;"Zeberio";9,31;"Por 1.000 habitantes"
2022;"Zestoa";14,39;"Por 1.000 habitantes"
2022;"Zierbena";10,07;"Por 1.000 habitantes"
2022;"Zigoitia";1,63;"Por 1.000 habitantes"
2022;"Ziortza-Bolibar";2,4;"Por 1.000 habitantes"
2022;"Zizurkil";10,66;"Por 1.000 habitantes"
2022;"Zuia";2,1;"Por 1.000 habitantes"
2022;"Zumaia";6,58;"Por 1.000 habitantes"
2022;"Zumarraga";14,2;"Por 1.000 habitantes"
2021;"Araba/Álava";13,89;"Por 1.000 habitantes"
2021;"C.A. de Euskadi";13,46;"Por 1.000 habitantes"
2021;"Bizkaia";14,46;"Por 1.000 habitantes"
2021;"Gipuzkoa";11,67;"Por 1.000 habitantes"
2021;"Arabako Lautada / Llanada Alavesa";15,33;"Por 1.000 habitantes"
2021;"Arabako Mendialdea / Montaña Alavesa";4,67;"Por 1.000 habitantes"
2021;"Arratia-Nerbioi / Arratia-Nervión";12,35;"Por 1.000 habitantes"
2021;"Bidasoa Beherea / Bajo Bidasoa";9,23;"Por 1.000 habitantes"
2021;"Bilbo Handia / Gran Bilbao";16,04;"Por 1.000 habitantes"
2021;"Debabarrena / Bajo Deba";13,78;"Por 1.000 habitantes"
2021;"Debagoiena / Alto Deba";7,24;"Por 1.000 habitantes"
2021;"Donostialdea";14,1;"Por 1.000 habitantes"
2021;"Añana (Comarca)";3,65;"Por 1.000 habitantes"
2021;"Durangaldea / Duranguesado";9,1;"Por 1.000 habitantes"
2021;"Enkartazioak / Encartaciones";18,58;"Por 1.000 habitantes"
2021;"Arabako Errioxa / Rioja Alavesa";7,51;"Por 1.000 habitantes"
2021;"Gernika-Bermeo";6,7;"Por 1.000 habitantes"
2021;"Goierri";8,96;"Por 1.000 habitantes"
2021;"Gorbeialdea / Estribaciones del Gorbea";6,91;"Por 1.000 habitantes"
2021;"Kantauri Arabarra / Cantábrica Alavesa";9,54;"Por 1.000 habitantes"
2021;"Markina-Ondarroa";12,89;"Por 1.000 habitantes"
2021;"Plentzia-Mungia";6,01;"Por 1.000 habitantes"
2021;"Tolosaldea / Tolosa";9,56;"Por 1.000 habitantes"
2021;"Urola-Kostaldea / Urola Costa";9,59;"Por 1.000 habitantes"
2021;"Abadiño";8,6;"Por 1.000 habitantes"
2021;"Abaltzisketa";3,27;"Por 1.000 habitantes"
2021;"Abanto y Ciérvana-Abanto Zierbena";19,85;"Por 1.000 habitantes"
2021;"Aduna";2,08;"Por 1.000 habitantes"
2021;"Aia";7,31;"Por 1.000 habitantes"
2021;"Aizarnazabal";6,56;"Por 1.000 habitantes"
2021;"Albiztur";6,62;"Por 1.000 habitantes"
2021;"Alegia";19,94;"Por 1.000 habitantes"
2021;"Alegría-Dulantzi";13,05;"Por 1.000 habitantes"
2021;"Alkiza";8,67;"Por 1.000 habitantes"
2021;"Alonsotegi";23,03;"Por 1.000 habitantes"
2021;"Altzaga";11,7;"Por 1.000 habitantes"
2021;"Altzo";7,75;"Por 1.000 habitantes"
2021;"Amezketa";12,92;"Por 1.000 habitantes"
2021;"Amorebieta-Etxano";4,06;"Por 1.000 habitantes"
2021;"Amurrio";11,27;"Por 1.000 habitantes"
2021;"Andoain";8,72;"Por 1.000 habitantes"
2021;"Anoeta";6,17;"Por 1.000 habitantes"
2021;"Antzuola";7,47;"Por 1.000 habitantes"
2021;"Arakaldo";5,88;"Por 1.000 habitantes"
2021;"Arama";14,85;"Por 1.000 habitantes"
2021;"Aramaio";4,05;"Por 1.000 habitantes"
2021;"Arantzazu";9,55;"Por 1.000 habitantes"
2021;"Areatza";11,23;"Por 1.000 habitantes"
2021;"Aretxabaleta";5,77;"Por 1.000 habitantes"
2021;"Arraia-Maeztu";2,51;"Por 1.000 habitantes"
2021;"Arrankudiaga-Zollo";1,96;"Por 1.000 habitantes"
2021;"Arrasate/Mondragón";8,54;"Por 1.000 habitantes"
2021;"Arratzu";4,77;"Por 1.000 habitantes"
2021;"Arratzua-Ubarrundia";2,81;"Por 1.000 habitantes"
2021;"Arrieta";5,32;"Por 1.000 habitantes"
2021;"Arrigorriaga";18,13;"Por 1.000 habitantes"
2021;"Artea";10,65;"Por 1.000 habitantes"
2021;"Artzentales";9,85;"Por 1.000 habitantes"
2021;"Artziniega";15,03;"Por 1.000 habitantes"
2021;"Asparrena";18,67;"Por 1.000 habitantes"
2021;"Asteasu";4,6;"Por 1.000 habitantes"
2021;"Astigarraga";7,53;"Por 1.000 habitantes"
2021;"Ataun";7,68;"Por 1.000 habitantes"
2021;"Atxondo";8;"Por 1.000 habitantes"
2021;"Aulesti";3,1;"Por 1.000 habitantes"
2021;"Ayala/Aiara";4,14;"Por 1.000 habitantes"
2021;"Azkoitia";10,97;"Por 1.000 habitantes"
2021;"Azpeitia";15,74;"Por 1.000 habitantes"
2021;"Añana";5,65;"Por 1.000 habitantes"
2021;"Bakio";4,65;"Por 1.000 habitantes"
2021;"Baliarrain";19,35;"Por 1.000 habitantes"
2021;"Balmaseda";22,79;"Por 1.000 habitantes"
2021;"Barakaldo";17,83;"Por 1.000 habitantes"
2021;"Barrika";2,52;"Por 1.000 habitantes"
2021;"Barrundia";1,07;"Por 1.000 habitantes"
2021;"Basauri";14,69;"Por 1.000 habitantes"
2021;"Beasain";8,62;"Por 1.000 habitantes"
2021;"Bedia";11,03;"Por 1.000 habitantes"
2021;"Beizama";17,39;"Por 1.000 habitantes"
2021;"Belauntza";7,14;"Por 1.000 habitantes"
2021;"Berango";4,82;"Por 1.000 habitantes"
2021;"Berantevilla";8,02;"Por 1.000 habitantes"
2021;"Berastegi";2,79;"Por 1.000 habitantes"
2021;"Bergara";4,67;"Por 1.000 habitantes"
2021;"Bermeo";0,3;"Por 1.000 habitantes"
2021;"Bernedo";3,61;"Por 1.000 habitantes"
2021;"Berriatua";8,1;"Por 1.000 habitantes"
2021;"Berriz";14,32;"Por 1.000 habitantes"
2021;"Berrobi";18,3;"Por 1.000 habitantes"
2021;"Bidania-Goiatz";7,49;"Por 1.000 habitantes"
2021;"Bilbao";17,77;"Por 1.000 habitantes"
2021;"Busturia";13,25;"Por 1.000 habitantes"
2021;"Campezo/Kanpezu";5,39;"Por 1.000 habitantes"
2021;"Deba";6,1;"Por 1.000 habitantes"
2021;"Derio";7,1;"Por 1.000 habitantes"
2021;"Dima";4,09;"Por 1.000 habitantes"
2021;"Donostia / San Sebastián";15,89;"Por 1.000 habitantes"
2021;"Durango";9,02;"Por 1.000 habitantes"
2021;"Ea";14,17;"Por 1.000 habitantes"
2021;"Eibar";15,47;"Por 1.000 habitantes"
2021;"Elantxobe";11,46;"Por 1.000 habitantes"
2021;"Elburgo/Burgelu";1,53;"Por 1.000 habitantes"
2021;"Elciego";1,96;"Por 1.000 habitantes"
2021;"Elduain";12,4;"Por 1.000 habitantes"
2021;"Elgeta";9,9;"Por 1.000 habitantes"
2021;"Elgoibar";11,15;"Por 1.000 habitantes"
2021;"Elorrio";7;"Por 1.000 habitantes"
2021;"Elvillar/Bilar";5,87;"Por 1.000 habitantes"
2021;"Erandio";13,02;"Por 1.000 habitantes"
2021;"Ereño";7,25;"Por 1.000 habitantes"
2021;"Ermua";12,03;"Por 1.000 habitantes"
2021;"Errenteria";13,37;"Por 1.000 habitantes"
2021;"Errezil";5,2;"Por 1.000 habitantes"
2021;"Erriberagoitia/Ribera Alta";1,15;"Por 1.000 habitantes"
2021;"Errigoiti";10,06;"Por 1.000 habitantes"
2021;"Eskoriatza";8,92;"Por 1.000 habitantes"
2021;"Etxebarri";10,86;"Por 1.000 habitantes"
2021;"Etxebarria";21,25;"Por 1.000 habitantes"
2021;"Ezkio-Itsaso";11,01;"Por 1.000 habitantes"
2021;"Forua";10,87;"Por 1.000 habitantes"
2021;"Fruiz";7,3;"Por 1.000 habitantes"
2021;"Gaintza";7,75;"Por 1.000 habitantes"
2021;"Galdakao";9,87;"Por 1.000 habitantes"
2021;"Galdames";11,93;"Por 1.000 habitantes"
2021;"Gamiz-Fika";2,17;"Por 1.000 habitantes"
2021;"Gatika";6,65;"Por 1.000 habitantes"
2021;"Gautegiz Arteaga";5,69;"Por 1.000 habitantes"
2021;"Gaztelu";5,56;"Por 1.000 habitantes"
2021;"Gernika-Lumo";12,2;"Por 1.000 habitantes"
2021;"Getaria";6,65;"Por 1.000 habitantes"
2021;"Getxo";9,74;"Por 1.000 habitantes"
2021;"Gordexola";12,28;"Por 1.000 habitantes"
2021;"Gorliz";6,1;"Por 1.000 habitantes"
2021;"Güeñes";19,61;"Por 1.000 habitantes"
2021;"Harana/Valle de Arana";4,22;"Por 1.000 habitantes"
2021;"Hernani";11,97;"Por 1.000 habitantes"
2021;"Hernialde";9,43;"Por 1.000 habitantes"
2021;"Hondarribia";6,69;"Por 1.000 habitantes"
2021;"Ibarra";9,42;"Por 1.000 habitantes"
2021;"Ibarrangelu";8,7;"Por 1.000 habitantes"
2021;"Idiazabal";7,28;"Por 1.000 habitantes"
2021;"Igorre";13,71;"Por 1.000 habitantes"
2021;"Ikaztegieta";21,01;"Por 1.000 habitantes"
2021;"Irun";9,94;"Por 1.000 habitantes"
2021;"Irura";7,6;"Por 1.000 habitantes"
2021;"Iruraiz-Gauna";1,76;"Por 1.000 habitantes"
2021;"Iruña Oka/Iruña de Oca";9,54;"Por 1.000 habitantes"
2021;"Ispaster";1,34;"Por 1.000 habitantes"
2021;"Itsasondo";21,02;"Por 1.000 habitantes"
